responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,SubjectId,SubjectID,ProlificId,ProlificID,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,demo_other_english_test,demo_other_english_test_score,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,sampleTimeMs,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
40683,raw_position_sample,2,3,adv,12,1,1,2,26, of ,907,166,,,,,,,test,test,,,161.26666259765625,894.7000122070312,181.26666259765625,914.7166748046875,2,9,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298127,,,,,,,,,,,,,,,test,test
40684,hover_association,2,3,adv,12,1,1,2,26, of ,907,166,hover,17,17,0.6144872948590556,0.36833343505859373,133,test,test,,,151.26666259765625,894.7000198364258,191.26666259765625,914.7166748046875,2,9,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
40734,raw_position_sample,2,3,adv,12,1,1,2,25, handful ,851,175,,,,,,,test,test,,,161.26666259765625,830.61669921875,181.26666259765625,894.7000274658203,2,8,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298178,,,,,,,,,,,,,,,test,test
40735,hover_association,2,3,adv,12,1,1,2,25, handful ,888,170,hover,50,50,0.3180753025197949,0.5933334350585937,133,test,test,,,151.26666259765625,830.6166687011719,191.26666259765625,894.7000198364258,2,8,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
40751,hover_association,2,3,adv,12,1,1,2,24, a ,826,180,hover,16,16,0.6925640677814544,0.7183334350585937,133,test,test,,,151.26666259765625,815.599983215332,191.26666259765625,830.6166687011719,2,7,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
40784,raw_position_sample,2,3,adv,12,1,1,2,23, but ,796,184,,,,,,,test,test,,,161.26666259765625,785.566650390625,181.26666259765625,815.5999908447266,2,6,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298228,,,,,,,,,,,,,,,test,test
40801,hover_association,2,3,adv,12,1,1,2,23, but ,810,182,hover,51,51,0.04772529301829099,0.8433334350585937,133,test,test,,,151.26666259765625,785.566650390625,191.26666259765625,815.599983215332,2,6,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
40834,raw_position_sample,2,3,adv,12,1,1,2,22, all ,773,187,,,,,,,test,test,,,161.26666259765625,762.5499877929688,181.26666259765625,785.566650390625,2,5,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298279,,,,,,,,,,,,,,,test,test
40868,hover_association,2,3,adv,12,1,1,2,22, all ,779,187,hover,67,67,0.019551583776401798,0.9683334350585937,133,test,test,,,151.26666259765625,762.5499877929688,191.26666259765625,785.566650390625,2,5,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
40885,raw_position_sample,2,3,adv,12,1,1,2,21, in ,760,191,,,,,,,test,test,,,161.26666259765625,743.5333251953125,181.26666259765625,762.5499877929688,2,4,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298329,,,,,,,,,,,,,,,test,test
40885,hover_association,2,3,adv,12,1,1,2,21, in ,760,191,hover,16,16,0.8659076584591449,0.9933334350585937,133,test,test,,,151.26666259765625,743.533332824707,191.26666259765625,762.5499877929688,2,4,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
40936,raw_position_sample,2,3,adv,12,1,1,2,41, our ,748,198,,,,,,,test,test,,,201.26666259765625,747.5,221.26666259765625,778.5333404541016,3,5,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298380,,,,,,,,,,,,,,,test,test
40951,hover_association,2,3,adv,12,1,1,2,41, our ,758,192,hover,67,67,0.016111708105096836,0.16833343505859374,133,test,test,,,191.26666259765625,747.5,231.26666259765625,778.533332824707,3,5,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
40986,raw_position_sample,2,3,adv,12,1,1,2,40, to ,734,212,,,,,,,test,test,,,201.26666259765625,727.4833374023438,221.26666259765625,747.5,3,4,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298431,,,,,,,,,,,,,,,test,test
41037,raw_position_sample,2,3,adv,12,1,1,2,40, to ,729,227,,,,,,,test,test,,,201.26666259765625,727.4833374023438,221.26666259765625,747.5,3,4,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298481,,,,,,,,,,,,,,,test,test
41069,hover_association,2,3,adv,12,1,1,2,40, to ,741,203,hover,117,117,0.025811254132167616,0.9683334350585937,133,test,test,,,191.26666259765625,727.4833450317383,231.26666259765625,747.5,3,4,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
41088,raw_position_sample,2,3,adv,12,1,1,2,56, insects ,728,235,,,,,,,test,test,,,241.26666259765625,680.4833374023438,261.26666259765625,741.5166625976562,4,3,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298532,,,,,,,,,,,,,,,test,test
41137,raw_position_sample,2,3,adv,12,1,1,2,56, insects ,728,241,,,,,,,test,test,,,241.26666259765625,680.4833374023438,261.26666259765625,741.5166625976562,4,3,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298582,,,,,,,,,,,,,,,test,test
41187,raw_position_sample,2,3,adv,12,1,1,2,56, insects ,733,241,,,,,,,test,test,,,241.26666259765625,680.4833374023438,261.26666259765625,741.5166625976562,4,3,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298633,,,,,,,,,,,,,,,test,test
41218,hover_association,2,3,adv,12,1,1,2,56, insects ,728,232,hover,149,149,0.9096122770698467,0.24333343505859376,133,test,test,,,231.26666259765625,680.4833450317383,271.26666259765625,741.5166625976562,4,3,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
41238,raw_position_sample,2,3,adv,12,1,1,2,57, not ,749,242,,,,,,,test,test,,,241.26666259765625,741.5166625976562,261.26666259765625,771.5500030517578,4,4,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298682,,,,,,,,,,,,,,,test,test
41285,hover_association,2,3,adv,12,1,1,2,57, not ,742,241,hover,67,67,0.8817981526364977,0.26833343505859375,133,test,test,,,231.26666259765625,741.5166625976562,271.26666259765625,771.5499954223633,4,4,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
41288,raw_position_sample,2,3,adv,12,1,1,2,58, just ,779,242,,,,,,,test,test,,,241.26666259765625,771.5499877929688,261.26666259765625,804.566650390625,4,5,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298733,,,,,,,,,,,,,,,test,test
41335,hover_association,2,3,adv,12,1,1,2,58, just ,779,242,hover,51,51,0.8011109727215735,0.26833343505859375,133,test,test,,,231.26666259765625,771.5499954223633,271.26666259765625,804.566650390625,4,5,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
41339,raw_position_sample,2,3,adv,12,1,1,2,59, on ,806,242,,,,,,,test,test,,,241.26666259765625,804.566650390625,261.26666259765625,829.5999908447266,4,6,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298783,,,,,,,,,,,,,,,test,test
41385,hover_association,2,3,adv,12,1,1,2,59, on ,806,242,hover,50,50,0.6964054579328282,0.14333343505859375,133,test,test,,,231.26666259765625,804.566650390625,271.26666259765625,829.599983215332,4,6,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
41389,raw_position_sample,2,3,adv,12,1,1,2,60, experimental ,830,235,,,,,,,test,test,,,241.26666259765625,829.5999755859375,261.26666259765625,937.6999664306641,4,7,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298833,,,,,,,,,,,,,,,test,test
41419,hover_association,2,3,adv,12,1,1,2,60, experimental ,830,235,hover,33,33,0.07770597881950336,0.06833343505859375,133,test,test,,,231.26666259765625,829.599983215332,271.26666259765625,937.6999893188477,4,7,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
41439,raw_position_sample,2,3,adv,12,1,1,2,43, Spring ,858,228,,,,,,,test,test,,,201.26666259765625,836.5833129882812,221.26666259765625,893.6333160400391,3,7,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298884,,,,,,,,,,,,,,,test,test
41490,raw_position_sample,2,3,adv,12,1,1,2,43, Spring ,881,223,,,,,,,test,test,,,201.26666259765625,836.5833129882812,221.26666259765625,893.6333160400391,3,7,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298934,,,,,,,,,,,,,,,test,test
41519,hover_association,2,3,adv,12,1,1,2,43, Spring ,849,230,hover,100,100,0.8837281517459279,0.7933334350585938,133,test,test,,,191.26666259765625,836.5833129882812,231.26666259765625,893.6333084106445,3,7,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
41539,raw_position_sample,2,3,adv,12,1,1,2,44, 2013 ,901,219,,,,,,,test,test,,,201.26666259765625,893.63330078125,221.26666259765625,938.6999664306641,3,8,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298984,,,,,,,,,,,,,,,test,test
41590,raw_position_sample,2,3,adv,12,1,1,2,44, 2013 ,917,217,,,,,,,test,test,,,201.26666259765625,893.63330078125,221.26666259765625,938.6999664306641,3,8,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299034,,,,,,,,,,,,,,,test,test
41636,hover_association,2,3,adv,12,1,1,2,44, 2013 ,896,220,hover,117,117,0.8291423028349512,0.6183334350585937,133,test,test,,,191.26666259765625,893.6333084106445,231.26666259765625,938.6999893188477,3,8,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
41640,raw_position_sample,2,3,adv,12,1,1,2,45, will ,939,215,,,,,,,test,test,,,201.26666259765625,938.7000122070312,221.26666259765625,968.7000122070312,3,9,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299085,,,,,,,,,,,,,,,test,test
41691,raw_position_sample,2,3,adv,12,1,1,2,45, will ,956,214,,,,,,,test,test,,,201.26666259765625,938.7000122070312,221.26666259765625,968.7000122070312,3,9,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299135,,,,,,,,,,,,,,,test,test
41736,hover_association,2,3,adv,12,1,1,2,45, will ,939,215,hover,100,100,0.8766663538617295,0.5683334350585938,133,test,test,,,191.26666259765625,938.6999893188477,231.26666259765625,968.7000122070312,3,9,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
41741,raw_position_sample,2,3,adv,12,1,1,2,46, see ,975,214,,,,,,,test,test,,,201.26666259765625,968.7000122070312,221.26666259765625,1002.7333526611328,3,10,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299185,,,,,,,,,,,,,,,test,test
41786,hover_association,2,3,adv,12,1,1,2,46, see ,975,214,hover,50,50,0.6846225702601115,0.5683334350585938,133,test,test,,,191.26666259765625,968.7000122070312,231.26666259765625,1002.7333450317383,3,10,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
41791,raw_position_sample,2,3,adv,12,1,1,2,47, a ,1003,214,,,,,,,test,test,,,201.26666259765625,1002.7333374023438,221.26666259765625,1017.75,3,11,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299235,,,,,,,,,,,,,,,test,test
41819,hover_association,2,3,adv,12,1,1,2,47, a ,1003,214,hover,34,34,0.6836845482539681,0.5683334350585938,133,test,test,,,191.26666259765625,1002.7333450317383,231.26666259765625,1017.75,3,11,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
41842,raw_position_sample,2,3,adv,12,1,1,2,48, drive ,1037,213,,,,,,,test,test,,,201.26666259765625,1017.75,221.26666259765625,1061.7833404541016,3,12,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299285,,,,,,,,,,,,,,,test,test
41886,hover_association,2,3,adv,12,1,1,2,48, drive ,1024,214,hover,66,66,0.982210457976792,0.5433334350585938,133,test,test,,,191.26666259765625,1017.75,231.26666259765625,1061.783332824707,3,12,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
41891,raw_position_sample,2,3,adv,12,1,1,2,49, towards ,1074,213,,,,,,,test,test,,,201.26666259765625,1061.7833251953125,221.26666259765625,1129.8333129882812,3,13,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299336,,,,,,,,,,,,,,,test,test
41942,raw_position_sample,2,3,adv,12,1,1,2,49, towards ,1119,213,,,,,,,test,test,,,201.26666259765625,1061.7833251953125,221.26666259765625,1129.8333129882812,3,13,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299386,,,,,,,,,,,,,,,test,test
41953,hover_association,2,3,adv,12,1,1,2,49, towards ,1074,213,hover,67,67,0.8408032063856845,0.5433334350585938,133,test,test,,,191.26666259765625,1061.783332824707,231.26666259765625,1129.8333435058594,3,13,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
41992,raw_position_sample,2,3,adv,12,1,1,2,50, removing ,1150,213,,,,,,,test,test,,,201.26666259765625,1129.8333740234375,221.26666259765625,1208.9000396728516,3,14,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299437,,,,,,,,,,,,,,,test,test
42042,raw_position_sample,2,3,adv,12,1,1,2,50, removing ,1188,213,,,,,,,test,test,,,201.26666259765625,1129.8333740234375,221.26666259765625,1208.9000396728516,3,14,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299487,,,,,,,,,,,,,,,test,test
42070,hover_association,2,3,adv,12,1,1,2,50, removing ,1131,213,hover,117,117,0.9253790420139898,0.5433334350585938,133,test,test,,,191.26666259765625,1129.8333435058594,231.26666259765625,1208.900032043457,3,14,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
42092,raw_position_sample,2,3,adv,12,1,1,2,51, the ,1228,213,,,,,,,test,test,,,201.26666259765625,1208.9000244140625,221.26666259765625,1238.933364868164,3,15,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299537,,,,,,,,,,,,,,,test,test
42102,hover_association,2,3,adv,12,1,1,2,51, the ,1216,213,hover,33,33,0.6359591497888495,0.5433334350585938,133,test,test,,,191.26666259765625,1208.900032043457,231.26666259765625,1238.9333572387695,3,15,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
42142,raw_position_sample,2,3,adv,12,1,1,2,52, yuck ,1248,213,,,,,,,test,test,,,201.26666259765625,1238.933349609375,221.26666259765625,1280.9500122070312,3,16,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299587,,,,,,,,,,,,,,,test,test
42192,raw_position_sample,2,3,adv,12,1,1,2,52, yuck ,1255,215,,,,,,,test,test,,,201.26666259765625,1238.933349609375,221.26666259765625,1280.9500122070312,3,16,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299637,,,,,,,,,,,,,,,test,test
42243,raw_position_sample,2,3,adv,12,1,1,2,52, yuck ,1262,219,,,,,,,test,test,,,201.26666259765625,1238.933349609375,221.26666259765625,1280.9500122070312,3,16,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299687,,,,,,,,,,,,,,,test,test
42292,raw_position_sample,2,3,adv,12,1,1,2,52, yuck ,1265,221,,,,,,,test,test,,,201.26666259765625,1238.933349609375,221.26666259765625,1280.9500122070312,3,16,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299737,,,,,,,,,,,,,,,test,test
42342,raw_position_sample,2,3,adv,12,1,1,2,52, yuck ,1265,224,,,,,,,test,test,,,201.26666259765625,1238.933349609375,221.26666259765625,1280.9500122070312,3,16,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299788,,,,,,,,,,,,,,,test,test
42386,hover_association,2,3,adv,12,1,1,2,52, yuck ,1239,213,hover,283,283,0.5489884792697854,0.9433334350585938,133,test,test,,,191.26666259765625,1238.9333572387695,231.26666259765625,1280.9499816894531,3,16,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
42393,raw_position_sample,2,3,adv,12,1,1,2,66, supermarket ,1259,233,,,,,,,test,test,,,241.26666259765625,1192.933349609375,261.26666259765625,1293.0166778564453,4,13,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299837,,,,,,,,,,,,,,,test,test
42443,raw_position_sample,2,3,adv,12,1,1,2,66, supermarket ,1249,242,,,,,,,test,test,,,241.26666259765625,1192.933349609375,261.26666259765625,1293.0166778564453,4,13,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299888,,,,,,,,,,,,,,,test,test
42493,raw_position_sample,2,3,adv,12,1,1,2,66, supermarket ,1246,246,,,,,,,test,test,,,241.26666259765625,1192.933349609375,261.26666259765625,1293.0166778564453,4,13,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299938,,,,,,,,,,,,,,,test,test
42544,raw_position_sample,2,3,adv,12,1,1,2,66, supermarket ,1244,250,,,,,,,test,test,,,241.26666259765625,1192.933349609375,261.26666259765625,1293.0166778564453,4,13,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299989,,,,,,,,,,,,,,,test,test
42594,raw_position_sample,2,3,adv,12,1,1,2,66, supermarket ,1244,253,,,,,,,test,test,,,241.26666259765625,1192.933349609375,261.26666259765625,1293.0166778564453,4,13,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300039,,,,,,,,,,,,,,,test,test
42645,raw_position_sample,2,3,adv,12,1,1,2,66, supermarket ,1244,255,,,,,,,test,test,,,241.26666259765625,1192.933349609375,261.26666259765625,1293.0166778564453,4,13,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300090,,,,,,,,,,,,,,,test,test
42695,raw_position_sample,2,3,adv,12,1,1,2,66, supermarket ,1244,255,,,,,,,test,test,,,241.26666259765625,1192.933349609375,261.26666259765625,1293.0166778564453,4,13,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300140,,,,,,,,,,,,,,,test,test
42745,raw_position_sample,2,3,adv,12,1,1,2,66, supermarket ,1244,255,,,,,,,test,test,,,241.26666259765625,1192.933349609375,261.26666259765625,1293.0166778564453,4,13,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300191,,,,,,,,,,,,,,,test,test
42796,raw_position_sample,2,3,adv,12,1,1,2,66, supermarket ,1243,257,,,,,,,test,test,,,241.26666259765625,1192.933349609375,261.26666259765625,1293.0166778564453,4,13,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300240,,,,,,,,,,,,,,,test,test
42846,raw_position_sample,2,3,adv,12,1,1,2,66, supermarket ,1237,259,,,,,,,test,test,,,241.26666259765625,1192.933349609375,261.26666259765625,1293.0166778564453,4,13,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300291,,,,,,,,,,,,,,,test,test
42897,raw_position_sample,2,3,adv,12,1,1,2,66, supermarket ,1224,259,,,,,,,test,test,,,241.26666259765625,1192.933349609375,261.26666259765625,1293.0166778564453,4,13,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300342,,,,,,,,,,,,,,,test,test
42947,raw_position_sample,2,3,adv,12,1,1,2,66, supermarket ,1214,259,,,,,,,test,test,,,241.26666259765625,1192.933349609375,261.26666259765625,1293.0166778564453,4,13,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300392,,,,,,,,,,,,,,,test,test
42998,raw_position_sample,2,3,adv,12,1,1,2,66, supermarket ,1214,259,,,,,,,test,test,,,241.26666259765625,1192.933349609375,261.26666259765625,1293.0166778564453,4,13,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300443,,,,,,,,,,,,,,,test,test
43049,raw_position_sample,2,3,adv,12,1,1,2,66, supermarket ,1214,259,,,,,,,test,test,,,241.26666259765625,1192.933349609375,261.26666259765625,1293.0166778564453,4,13,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300494,,,,,,,,,,,,,,,test,test
43099,raw_position_sample,2,3,adv,12,1,1,2,66, supermarket ,1213,259,,,,,,,test,test,,,241.26666259765625,1192.933349609375,261.26666259765625,1293.0166778564453,4,13,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300544,,,,,,,,,,,,,,,test,test
43149,raw_position_sample,2,3,adv,12,1,1,2,66, supermarket ,1216,259,,,,,,,test,test,,,241.26666259765625,1192.933349609375,261.26666259765625,1293.0166778564453,4,13,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300593,,,,,,,,,,,,,,,test,test
43199,raw_position_sample,2,3,adv,12,1,1,2,66, supermarket ,1221,259,,,,,,,test,test,,,241.26666259765625,1192.933349609375,261.26666259765625,1293.0166778564453,4,13,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300644,,,,,,,,,,,,,,,test,test
43250,raw_position_sample,2,3,adv,12,1,1,2,66, supermarket ,1228,259,,,,,,,test,test,,,241.26666259765625,1192.933349609375,261.26666259765625,1293.0166778564453,4,13,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300694,,,,,,,,,,,,,,,test,test
43299,raw_position_sample,2,3,adv,12,1,1,2,66, supermarket ,1237,258,,,,,,,test,test,,,241.26666259765625,1192.933349609375,261.26666259765625,1293.0166778564453,4,13,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300744,,,,,,,,,,,,,,,test,test
43350,raw_position_sample,2,3,adv,12,1,1,2,66, supermarket ,1239,257,,,,,,,test,test,,,241.26666259765625,1192.933349609375,261.26666259765625,1293.0166778564453,4,13,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300794,,,,,,,,,,,,,,,test,test
43401,raw_position_sample,2,3,adv,12,1,1,2,66, supermarket ,1239,257,,,,,,,test,test,,,241.26666259765625,1192.933349609375,261.26666259765625,1293.0166778564453,4,13,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300846,,,,,,,,,,,,,,,test,test
43451,raw_position_sample,2,3,adv,12,1,1,2,66, supermarket ,1239,257,,,,,,,test,test,,,241.26666259765625,1192.933349609375,261.26666259765625,1293.0166778564453,4,13,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300896,,,,,,,,,,,,,,,test,test
43502,raw_position_sample,2,3,adv,12,1,1,2,66, supermarket ,1239,257,,,,,,,test,test,,,241.26666259765625,1192.933349609375,261.26666259765625,1293.0166778564453,4,13,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300946,,,,,,,,,,,,,,,test,test
43551,raw_position_sample,2,3,adv,12,1,1,2,66, supermarket ,1233,256,,,,,,,test,test,,,241.26666259765625,1192.933349609375,261.26666259765625,1293.0166778564453,4,13,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300997,,,,,,,,,,,,,,,test,test
43602,raw_position_sample,2,3,adv,12,1,1,2,66, supermarket ,1208,250,,,,,,,test,test,,,241.26666259765625,1192.933349609375,261.26666259765625,1293.0166778564453,4,13,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301047,,,,,,,,,,,,,,,test,test
43653,raw_position_sample,2,3,adv,12,1,1,2,66, supermarket ,1203,245,,,,,,,test,test,,,241.26666259765625,1192.933349609375,261.26666259765625,1293.0166778564453,4,13,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301097,,,,,,,,,,,,,,,test,test
