responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,response,response_correct,onestop_block_level,onestop_paragraph_index,device,hand,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
19420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,38, in ,1185,215,1488636.3999999985,,,,,,,199.75746154785156,1167.839599609375,219.81716346740723,1186.8470630645752,3,11,,,advanced,3,,,,,,,,,,,,,,
19431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,17,3,13,14,38, in ,1168,214,,hover,86.09999999776483,86.09999999776483,0.9554358002046981,0.655331704623273,121,189.78918170928955,1167.8395442962646,229.78544330596924,1186.8470544815063,3,11,,,advanced,3,,,,,,,,,,,,,,
19472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,39, a ,1191,216,1488688.8000000007,,,,,,,199.75746154785156,1186.8470458984375,219.81716346740723,1201.8582401275635,3,12,,,advanced,3,,,,,,,,,,,,,,
19531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,39, a ,1193,217,1488747.6999999993,,,,,,,199.75746154785156,1186.8470458984375,219.81716346740723,1201.8582401275635,3,12,,,advanced,3,,,,,,,,,,,,,,
19576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,39, a ,1193,217,1488792.8000000007,,,,,,,199.75746154785156,1186.8470458984375,219.81716346740723,1201.8582401275635,3,12,,,advanced,3,,,,,,,,,,,,,,
19594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,17,3,13,14,39, a ,1187,216,,hover,162.30000000074506,162.30000000074506,0.010188799163219258,0.6803340413437382,121,189.78918170928955,1186.8470544815063,229.78544330596924,1201.8581972122192,3,12,,,advanced,3,,,,,,,,,,,,,,
19618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,17,3,13,14,38, in ,1183,217,,hover,24.400000002235174,24.400000002235174,0.008441700263295753,0.6803340413437382,121,189.78918170928955,1167.8395442962646,229.78544330596924,1186.8470544815063,3,11,,,advanced,3,,,,,,,,,,,,,,
19625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,37, energy ,1152,217,1488840.8999999985,,,,,,,199.75746154785156,1107.805908203125,219.81716346740723,1167.8394889831543,3,10,,,advanced,3,,,,,,,,,,,,,,
19648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,17,3,13,14,37, energy ,1161,217,,hover,30.199999999254942,30.199999999254942,0.18646361310037615,0.6303293679028077,121,189.78918170928955,1107.8059120178223,229.78544330596924,1167.8395442962646,3,10,,,advanced,3,,,,,,,,,,,,,,
19671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,36, enough ,1059,212,1488886.8999999985,,,,,,,199.75746154785156,1042.7462158203125,219.81716346740723,1107.8059158325195,3,9,,,advanced,3,,,,,,,,,,,,,,
19679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,17,3,13,14,36, enough ,1103,214,,hover,30.300000000745058,30.300000000745058,0.019270914794647494,0.5053176843004813,121,189.78918170928955,1042.7462406158447,229.78544330596924,1107.8059120178223,3,9,,,advanced,3,,,,,,,,,,,,,,
19703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,17,3,13,14,35, receive ,1029,210,,hover,24.199999999254942,24.199999999254942,0.1471879546787221,0.5053176843004813,121,189.78918170928955,979.7238655090332,229.78544330596924,1042.7462406158447,3,8,,,advanced,3,,,,,,,,,,,,,,
19722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,34, deserts ,936,217,1488938.6999999993,,,,,,,199.75746154785156,915.7052001953125,219.81716346740723,979.7238540649414,3,7,,,advanced,3,,,,,,,,,,,,,,
19733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,17,3,13,14,34, deserts ,974,211,,hover,30.199999999254942,30.199999999254942,0.03584553415216787,0.7553410515051341,121,189.78918170928955,915.7052173614502,229.78544330596924,979.7238655090332,3,7,,,advanced,3,,,,,,,,,,,,,,
19751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,17,3,13,14,33, world’s ,903,222,,hover,18.300000000745058,18.300000000745058,0.230338752994002,0.9053550718279259,121,189.78918170928955,855.0223941802979,229.78544330596924,915.7052173614502,3,6,,,advanced,3,,,,,,,,,,,,,,
19763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,17,3,13,14,32, the ,853,228,,hover,12,12,0.43301013914401826,0.9803620819893216,121,189.78918170928955,824.9999980926514,229.78544330596924,855.0223941802979,3,5,,,advanced,3,,,,,,,,,,,,,,
19770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,45, humanity’s ,811,231,1488986.5,,,,,,,239.75372314453125,742.9589233398438,259.8134250640869,833.6529541015625,4,5,,,advanced,3,,,,,,,,,,,,,,
19812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,17,3,13,14,45, humanity’s ,824,230,,hover,48.69999999925494,48.69999999925494,0.022505041557491633,0.0553690815889162,121,229.78544330596924,742.958927154541,269.78171253204346,833.6529541015625,4,5,,,advanced,3,,,,,,,,,,,,,,
19825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,44, for ,717,232,1489041.6999999993,,,,,,,239.75372314453125,716.9552001953125,259.8134250640869,742.9589309692383,4,4,,,advanced,3,,,,,,,,,,,,,,
19830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,17,3,13,14,44, for ,735,232,,hover,18.199999999254942,18.199999999254942,0.0017226760084028683,0.0553690815889162,121,229.78544330596924,716.9552040100098,269.78171253204346,742.958927154541,4,4,,,advanced,3,,,,,,,,,,,,,,
19871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,43, provide ,672,232,1489087.3000000007,,,,,,,239.75372314453125,652.9253540039062,259.8134250640869,716.955207824707,4,3,,,advanced,3,,,,,,,,,,,,,,
19885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,17,3,13,14,43, provide ,710,232,,hover,54.5,54.5,0.09487186556204591,0.0553690815889162,121,229.78544330596924,652.9253702163696,269.78171253204346,716.9552040100098,4,3,,,advanced,3,,,,,,,,,,,,,,
19903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,17,3,13,14,42, to ,650,232,,hover,18.100000001490116,18.100000001490116,0.05443643981282837,0.0553690815889162,121,229.78544330596924,632.9104595184326,269.78171253204346,652.9253702163696,4,2,,,advanced,3,,,,,,,,,,,,,,
19922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,41, hours ,611,232,1489137.8000000007,,,,,,,239.75372314453125,582.8843383789062,259.8134250640869,632.910457611084,4,1,,,advanced,3,,,,,,,,,,,,,,
19970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,41, hours ,588,236,1489186.5,,,,,,,239.75372314453125,582.8843383789062,259.8134250640869,632.910457611084,4,1,,,advanced,3,,,,,,,,,,,,,,
19991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,17,3,13,14,41, hours ,629,232,,hover,87.69999999925494,87.69999999925494,0.0023120245675486537,0.18038074134493212,121,229.78544330596924,582.8843383789062,269.78171253204346,632.9104595184326,4,1,,,advanced,3,,,,,,,,,,,,,,
20020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,-1,999,579,240,1489235.8000000007,,,,,,,,,,,,,,,advanced,3,,,,,,,,,,,,,,
20072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,-1,999,570,244,1489288.3000000007,,,,,,,,,,,,,,,advanced,3,,,,,,,,,,,,,,
20127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,-1,999,569,246,1489343.1999999993,,,,,,,,,,,,,,,advanced,3,,,,,,,,,,,,,,
20170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,-1,999,565,250,1489385.8999999985,,,,,,,,,,,,,,,advanced,3,,,,,,,,,,,,,,
20220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,-1,999,565,250,1489436.0999999978,,,,,,,,,,,,,,,advanced,3,,,,,,,,,,,,,,
20273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,-1,999,581,256,1489489.0999999978,,,,,,,,,,,,,,,advanced,3,,,,,,,,,,,,,,
20322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,41, hours ,605,259,1489538,,,,,,,239.75372314453125,582.8843383789062,259.8134250640869,632.910457611084,4,1,,,advanced,3,,,,,,,,,,,,,,
20370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,41, hours ,618,259,1489585.8999999985,,,,,,,239.75372314453125,582.8843383789062,259.8134250640869,632.910457611084,4,1,,,advanced,3,,,,,,,,,,,,,,
20423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,41, hours ,623,259,1489638.8999999985,,,,,,,239.75372314453125,582.8843383789062,259.8134250640869,632.910457611084,4,1,,,advanced,3,,,,,,,,,,,,,,
20461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,17,3,13,14,41, hours ,583,257,,hover,182.69999999925494,182.69999999925494,0.9618107605603838,0.7304320442714021,121,229.78544330596924,582.8843383789062,269.78171253204346,632.9104595184326,4,1,,,advanced,3,,,,,,,,,,,,,,
20474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,42, to ,636,259,1489689.8000000007,,,,,,,239.75372314453125,632.9104614257812,259.8134250640869,652.925386428833,4,2,,,advanced,3,,,,,,,,,,,,,,
20521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,42, to ,651,259,1489737,,,,,,,239.75372314453125,632.9104614257812,259.8134250640869,652.925386428833,4,2,,,advanced,3,,,,,,,,,,,,,,
20521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,17,3,13,14,42, to ,633,259,,hover,59.5,59.5,0.9038032072474806,0.7304320442714021,121,229.78544330596924,632.9104595184326,269.78171253204346,652.9253702163696,4,2,,,advanced,3,,,,,,,,,,,,,,
20569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,43, provide ,658,259,1489785.8000000007,,,,,,,239.75372314453125,652.9253540039062,259.8134250640869,716.955207824707,4,3,,,advanced,3,,,,,,,,,,,,,,
20624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,43, provide ,664,259,1489840.3999999985,,,,,,,239.75372314453125,652.9253540039062,259.8134250640869,716.955207824707,4,3,,,advanced,3,,,,,,,,,,,,,,
20673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,43, provide ,679,259,1489889.5,,,,,,,239.75372314453125,652.9253540039062,259.8134250640869,716.955207824707,4,3,,,advanced,3,,,,,,,,,,,,,,
20722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,43, provide ,692,259,1489937.8999999985,,,,,,,239.75372314453125,652.9253540039062,259.8134250640869,716.955207824707,4,3,,,advanced,3,,,,,,,,,,,,,,
20770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,43, provide ,706,259,1489986.6999999993,,,,,,,239.75372314453125,652.9253540039062,259.8134250640869,716.955207824707,4,3,,,advanced,3,,,,,,,,,,,,,,
20812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,17,3,13,14,43, provide ,653,259,,hover,291,291,0.9538464519596599,0.7054297123201989,121,229.78544330596924,652.9253702163696,269.78171253204346,716.9552040100098,4,3,,,advanced,3,,,,,,,,,,,,,,
20822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,44, for ,717,258,1490038.6999999993,,,,,,,239.75372314453125,716.9552001953125,259.8134250640869,742.9589309692383,4,4,,,advanced,3,,,,,,,,,,,,,,
20876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,44, for ,719,258,1490092.5,,,,,,,239.75372314453125,716.9552001953125,259.8134250640869,742.9589309692383,4,4,,,advanced,3,,,,,,,,,,,,,,
20921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,44, for ,722,258,1490137.3999999985,,,,,,,239.75372314453125,716.9552001953125,259.8134250640869,742.9589309692383,4,4,,,advanced,3,,,,,,,,,,,,,,
20970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,44, for ,729,257,1490186.5,,,,,,,239.75372314453125,716.9552001953125,259.8134250640869,742.9589309692383,4,4,,,advanced,3,,,,,,,,,,,,,,
21019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,44, for ,739,255,1490235.6999999993,,,,,,,239.75372314453125,716.9552001953125,259.8134250640869,742.9589309692383,4,4,,,advanced,3,,,,,,,,,,,,,,
21030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,17,3,13,14,44, for ,717,258,,hover,218.20000000298023,218.20000000298023,0.8862114037249587,0.6304227164665894,121,229.78544330596924,716.9552040100098,269.78171253204346,742.958927154541,4,4,,,advanced,3,,,,,,,,,,,,,,
21073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,45, humanity’s ,770,252,1490289.3000000007,,,,,,,239.75372314453125,742.9589233398438,259.8134250640869,833.6529541015625,4,5,,,advanced,3,,,,,,,,,,,,,,
21121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,45, humanity’s ,790,252,1490337.3000000007,,,,,,,239.75372314453125,742.9589233398438,259.8134250640869,833.6529541015625,4,5,,,advanced,3,,,,,,,,,,,,,,
21170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,45, humanity’s ,790,252,1490386.6999999993,,,,,,,239.75372314453125,742.9589233398438,259.8134250640869,833.6529541015625,4,5,,,advanced,3,,,,,,,,,,,,,,
21224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,45, humanity’s ,793,252,1490440.5,,,,,,,239.75372314453125,742.9589233398438,259.8134250640869,833.6529541015625,4,5,,,advanced,3,,,,,,,,,,,,,,
21277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,45, humanity’s ,795,252,1490493.6999999993,,,,,,,239.75372314453125,742.9589233398438,259.8134250640869,833.6529541015625,4,5,,,advanced,3,,,,,,,,,,,,,,
21322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,45, humanity’s ,801,252,1490538.0999999978,,,,,,,239.75372314453125,742.9589233398438,259.8134250640869,833.6529541015625,4,5,,,advanced,3,,,,,,,,,,,,,,
21370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,45, humanity’s ,811,250,1490586.3000000007,,,,,,,239.75372314453125,742.9589233398438,259.8134250640869,833.6529541015625,4,5,,,advanced,3,,,,,,,,,,,,,,
21421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,45, humanity’s ,826,250,1490637.5,,,,,,,239.75372314453125,742.9589233398438,259.8134250640869,833.6529541015625,4,5,,,advanced,3,,,,,,,,,,,,,,
21442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,17,3,13,14,45, humanity’s ,744,255,,hover,412.19999999925494,412.19999999925494,0.9928004729358426,0.5054110567105735,121,229.78544330596924,742.958927154541,269.78171253204346,833.6529541015625,4,5,,,advanced,3,,,,,,,,,,,,,,
21473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,46, power ,853,250,1490689.3999999985,,,,,,,239.75372314453125,833.6529541015625,259.8134250640869,887.6753425598145,4,6,,,advanced,3,,,,,,,,,,,,,,
21522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,46, power ,874,251,1490737.8000000007,,,,,,,239.75372314453125,833.6529541015625,259.8134250640869,887.6753425598145,4,6,,,advanced,3,,,,,,,,,,,,,,
21570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,46, power ,887,248,1490786.5,,,,,,,239.75372314453125,833.6529541015625,259.8134250640869,887.6753425598145,4,6,,,advanced,3,,,,,,,,,,,,,,
21576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,17,3,13,14,46, power ,836,250,,hover,133.19999999925494,133.19999999925494,0.9874987346986807,0.45540639280816714,121,229.78544330596924,833.6529541015625,269.78171253204346,887.6753482818604,4,6,,,advanced,3,,,,,,,,,,,,,,
21632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,47, needs ,891,248,1490848.0999999978,,,,,,,239.75372314453125,887.6753540039062,259.8134250640869,941.7089347839355,4,7,,,advanced,3,,,,,,,,,,,,,,
21674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,47, needs ,892,248,1490890.0999999978,,,,,,,239.75372314453125,887.6753540039062,259.8134250640869,941.7089347839355,4,7,,,advanced,3,,,,,,,,,,,,,,
21721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,47, needs ,900,250,1490937.5,,,,,,,239.75372314453125,887.6753540039062,259.8134250640869,941.7089347839355,4,7,,,advanced,3,,,,,,,,,,,,,,
21770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,47, needs ,912,252,1490986.3000000007,,,,,,,239.75372314453125,887.6753540039062,259.8134250640869,941.7089347839355,4,7,,,advanced,3,,,,,,,,,,,,,,
21821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,47, needs ,927,254,1491037.5999999978,,,,,,,239.75372314453125,887.6753540039062,259.8134250640869,941.7089347839355,4,7,,,advanced,3,,,,,,,,,,,,,,
21873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,47, needs ,940,255,1491089.3000000007,,,,,,,239.75372314453125,887.6753540039062,259.8134250640869,941.7089347839355,4,7,,,advanced,3,,,,,,,,,,,,,,
21879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,17,3,13,14,47, needs ,889,248,,hover,303.30000000074506,303.30000000074506,0.9683728333895416,0.6304227164665894,121,229.78544330596924,887.6753482818604,269.78171253204346,941.7089290618896,4,7,,,advanced,3,,,,,,,,,,,,,,
21924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,48, for ,945,255,1491140.5,,,,,,,239.75372314453125,941.7089233398438,259.8134250640869,967.7126541137695,4,8,,,advanced,3,,,,,,,,,,,,,,
21970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,48, for ,954,256,1491186.3999999985,,,,,,,239.75372314453125,941.7089233398438,259.8134250640869,967.7126541137695,4,8,,,advanced,3,,,,,,,,,,,,,,
22019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,48, for ,967,257,1491235.8000000007,,,,,,,239.75372314453125,941.7089233398438,259.8134250640869,967.7126541137695,4,8,,,advanced,3,,,,,,,,,,,,,,
22038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,17,3,13,14,48, for ,942,255,,hover,158.69999999925494,158.69999999925494,0.9725931541197738,0.6804273803689957,121,229.78544330596924,941.7089290618896,269.78171253204346,967.7126808166504,4,8,,,advanced,3,,,,,,,,,,,,,,
22073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,49, a ,970,257,1491289.8000000007,,,,,,,239.75372314453125,967.7127075195312,259.8134250640869,982.7239017486572,4,9,,,advanced,3,,,,,,,,,,,,,,
22120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,49, a ,980,259,1491336.6999999993,,,,,,,239.75372314453125,967.7127075195312,259.8134250640869,982.7239017486572,4,9,,,advanced,3,,,,,,,,,,,,,,
22133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,17,3,13,14,49, a ,968,257,,hover,95.60000000149012,95.60000000149012,0.9517767440749415,0.7304320442714021,121,229.78544330596924,967.7126808166504,269.78171253204346,982.7238893508911,4,9,,,advanced,3,,,,,,,,,,,,,,
22170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,50, whole ,995,259,1491386.3999999985,,,,,,,239.75372314453125,982.723876953125,259.8134250640869,1034.7537269592285,4,10,,,advanced,3,,,,,,,,,,,,,,
22222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,50, whole ,1011,259,1491438.5999999978,,,,,,,239.75372314453125,982.723876953125,259.8134250640869,1034.7537269592285,4,10,,,advanced,3,,,,,,,,,,,,,,
22273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,50, whole ,1026,259,1491489.3000000007,,,,,,,239.75372314453125,982.723876953125,259.8134250640869,1034.7537269592285,4,10,,,advanced,3,,,,,,,,,,,,,,
22322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,50, whole ,1034,259,1491538,,,,,,,239.75372314453125,982.723876953125,259.8134250640869,1034.7537269592285,4,10,,,advanced,3,,,,,,,,,,,,,,
22340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,17,3,13,14,50, whole ,983,259,,hover,206.5,206.5,0.9855130211887989,0.7304320442714021,121,229.78544330596924,982.7238893508911,269.78171253204346,1034.753755569458,4,10,,,advanced,3,,,,,,,,,,,,,,
22370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,51, year. ,1038,259,1491585.8000000007,,,,,,,239.75372314453125,1034.7537841796875,259.8134250640869,1078.4552764892578,4,11,,,advanced,3,,,,,,,,,,,,,,
22420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,17,3,13,14,51, year. ,1046,259,1491635.8000000007,,,,,,,239.75372314453125,1034.7537841796875,259.8134250640869,1078.4552764892578,4,11,,,advanced,3,,,,,,,,,,,,,,
