responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,response,response_correct,onestop_block_level,onestop_paragraph_index,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
10111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,2,12,13,120, it’s ,634,439,,hover,16,16,0.690625433623584,0.473333740234375,141,420.066650390625,615.5833129882812,460.066650390625,642.2499923706055,9,6,,,elementary,2,,,,,,,,,,,,
10128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,2,12,13,118, blocked ,573,459,,hover,16,16,0.7231610955388508,0.973333740234375,141,420.066650390625,524.5000076293945,460.066650390625,591.5666580200195,9,4,,,elementary,2,,,,,,,,,,,,
10149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,2,12,13,135," solved, ",502,480,202708,,,,,,,470.066650390625,500.5,490.066650390625,562.5500030517578,10,4,,,elementary,2,,,,,,,,,,,,
10161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,2,12,13,135," solved, ",522,474,,hover,35,35,0.024173934983037042,0.498333740234375,141,460.066650390625,500.50000762939453,500.066650390625,562.5499954223633,10,4,,,elementary,2,,,,,,,,,,,,
10178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,2,12,13,134, be ,482,482,,hover,16,16,0.2609850330781499,0.548333740234375,141,460.066650390625,475.4666748046875,500.066650390625,500.50000762939453,10,3,,,elementary,2,,,,,,,,,,,,
10200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,2,12,13,133, can ,450,484,202758,,,,,,,470.066650390625,441.433349609375,490.066650390625,475.4666748046875,10,2,,,elementary,2,,,,,,,,,,,,
10228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,2,12,13,133, can ,458,484,,hover,50,50,0.04603283345468632,0.598333740234375,141,460.066650390625,441.433349609375,500.066650390625,475.4666748046875,10,2,,,elementary,2,,,,,,,,,,,,
10250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,2,12,13,132, this ,434,480,202808,,,,,,,470.066650390625,408.41668701171875,490.066650390625,441.433349609375,10,1,,,elementary,2,,,,,,,,,,,,
10300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,2,12,13,132, this ,422,477,202858,,,,,,,470.066650390625,408.41668701171875,490.066650390625,441.433349609375,10,1,,,elementary,2,,,,,,,,,,,,
10351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,2,12,13,132, this ,421,477,202910,,,,,,,470.066650390625,408.41668701171875,490.066650390625,441.433349609375,10,1,,,elementary,2,,,,,,,,,,,,
10394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,2,12,13,132, this ,438,482,,hover,166,166,0.38112007690245775,0.298333740234375,141,460.066650390625,408.41668701171875,500.066650390625,441.433349609375,10,1,,,elementary,2,,,,,,,,,,,,
10402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,2,12,13,115, signals ,436,458,202960,,,,,,,430.066650390625,408.41668701171875,450.066650390625,469.4666748046875,9,1,,,elementary,2,,,,,,,,,,,,
10446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,2,12,13,115, signals ,436,458,,hover,52,52,0.9759758378713973,0.573333740234375,141,420.066650390625,408.41668701171875,460.066650390625,469.4666748046875,9,1,,,elementary,2,,,,,,,,,,,,
10461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,2,12,13,116, will ,486,439,,hover,15,15,0.55111083984375,0.473333740234375,141,420.066650390625,469.4666748046875,460.066650390625,499.4666748046875,9,2,,,elementary,2,,,,,,,,,,,,
10464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,2,12,13,118, blocked ,530,439,203023,,,,,,,430.066650390625,524.5,450.066650390625,591.5666656494141,9,4,,,elementary,2,,,,,,,,,,,,
10511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,2,12,13,118, blocked ,530,439,,hover,51,51,0.7082505551409694,0.648333740234375,141,420.066650390625,524.5000076293945,460.066650390625,591.5666580200195,9,4,,,elementary,2,,,,,,,,,,,,
10516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,2,12,13,119, so ,599,452,203074,,,,,,,430.066650390625,591.566650390625,450.066650390625,615.5833129882812,9,5,,,elementary,2,,,,,,,,,,,,
10544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,2,12,13,119, so ,599,452,,hover,32,32,0.934074375037922,0.873333740234375,141,420.066650390625,591.5666580200195,460.066650390625,615.5833129882812,9,5,,,elementary,2,,,,,,,,,,,,
10561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,2,12,13,120, it’s ,630,458,,hover,17,17,0.5406255051491236,0.948333740234375,141,420.066650390625,615.5833129882812,460.066650390625,642.2499923706055,9,6,,,elementary,2,,,,,,,,,,,,
10566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,2,12,13,139, but ,650,464,203125,,,,,,,470.066650390625,640.63330078125,490.066650390625,670.6666412353516,10,8,,,elementary,2,,,,,,,,,,,,
10595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,2,12,13,139, but ,650,464,,hover,33,33,0.8113208361985902,0.223333740234375,141,460.066650390625,640.6333312988281,500.066650390625,670.6666641235352,10,8,,,elementary,2,,,,,,,,,,,,
10616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,2,12,13,140, it’s ,693,479,203175,,,,,,,470.066650390625,670.6666870117188,490.066650390625,697.3333435058594,10,9,,,elementary,2,,,,,,,,,,,,
10628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,2,12,13,140, it’s ,678,473,,hover,33,33,0.8375001752376724,0.473333740234375,141,460.066650390625,670.6666641235352,500.066650390625,697.3333282470703,10,9,,,elementary,2,,,,,,,,,,,,
10666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,2,12,13,141, difficult. ,703,491,203225,,,,,,,470.066650390625,697.3333129882812,490.066650390625,758.0499877929688,10,10,,,elementary,2,,,,,,,,,,,,
10678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,2,12,13,141, difficult. ,698,482,,hover,50,50,0.08792871204253576,0.773333740234375,141,460.066650390625,697.3333282470703,500.066650390625,761.7795326926491,10,10,,,elementary,2,,,,,,,,,,,,
10717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,2,12,13,-1,999,701,512,203275,,,,,,,,,,,,,,,elementary,2,,,,,,,,,,,,
10767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,2,12,13,-1,999,701,512,203326,,,,,,,,,,,,,,,elementary,2,,,,,,,,,,,,
10818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,2,12,13,-1,999,701,512,203377,,,,,,,,,,,,,,,elementary,2,,,,,,,,,,,,
10868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,2,12,13,-1,999,701,512,203427,,,,,,,,,,,,,,,elementary,2,,,,,,,,,,,,
10919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,2,12,13,-1,999,701,512,203477,,,,,,,,,,,,,,,elementary,2,,,,,,,,,,,,
10969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,2,12,13,-1,999,701,512,203528,,,,,,,,,,,,,,,elementary,2,,,,,,,,,,,,
11019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,2,12,13,-1,999,701,512,203578,,,,,,,,,,,,,,,elementary,2,,,,,,,,,,,,
11070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,2,12,13,-1,999,701,512,203628,,,,,,,,,,,,,,,elementary,2,,,,,,,,,,,,
11120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,2,12,13,-1,999,701,512,203679,,,,,,,,,,,,,,,elementary,2,,,,,,,,,,,,
11171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,2,12,13,-1,999,701,512,203729,,,,,,,,,,,,,,,elementary,2,,,,,,,,,,,,
11221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,2,12,13,-1,999,701,512,203779,,,,,,,,,,,,,,,elementary,2,,,,,,,,,,,,
11272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,2,12,13,-1,999,701,512,203830,,,,,,,,,,,,,,,elementary,2,,,,,,,,,,,,
14803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ele,30,2,12,,,,,,,,,,,,,,,,,,,It will have unreliable knowledge of its current location,1,,,,,,,,,,,,,,
14803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It will have unreliable knowledge of its current location,,,,,,,,,,,,,,,
889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,3,13,14,-1,999,606,346,208251,,,,,,,,,,,,,,,elementary,3,,,,,,,,,,,,
907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,3,13,14,46, technology ,466,233,,hover,17,17,0.2991312761302647,0.3233334204356042,82,220.06666564941406,438.45001220703125,260.06665802001953,530.5500030517578,4,2,,,elementary,3,,,,,,,,,,,,
939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,3,13,14,31, crash ,429,199,208302,,,,,,,190.06666564941406,408.41668701171875,210.06666564941406,457.45001220703125,3,1,,,elementary,3,,,,,,,,,,,,
946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,3,13,14,31, crash ,429,199,,hover,39,39,0.4197821156589433,0.47333335876464844,82,180.06666564941406,408.41668701171875,220.06666564941406,457.45001220703125,3,1,,,elementary,3,,,,,,,,,,,,
991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,3,13,14,-1,999,390,149,208353,,,,,,,,,,,,,,,elementary,3,,,,,,,,,,,,
1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,3,13,14,-1,999,392,135,208405,,,,,,,,,,,,,,,elementary,3,,,,,,,,,,,,
1093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,3,13,14,-1,999,392,129,208455,,,,,,,,,,,,,,,elementary,3,,,,,,,,,,,,
1143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,3,13,14,-1,999,392,129,208505,,,,,,,,,,,,,,,elementary,3,,,,,,,,,,,,
1193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,3,13,14,1, One ,420,126,208556,,,,,,,110.06666564941406,408.41668701171875,130.06666564941406,447.45001220703125,1,1,,,elementary,3,,,,,,,,,,,,
1223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,3,13,14,1, One ,420,126,,hover,33,33,0.8497784282636094,0.6483333587646485,82,100.06666564941406,404.5133544921875,140.06666564941406,447.45001220703125,1,1,,,elementary,3,,,,,,,,,,,,
1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,3,13,14,2, big ,473,124,,hover,17,17,0.8800225570805293,0.5983333587646484,82,100.06666564941406,447.45001220703125,140.06666564941406,476.4833450317383,1,2,,,elementary,3,,,,,,,,,,,,
1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,3,13,14,3, problem ,493,124,208606,,,,,,,110.06666564941406,476.48333740234375,130.06666564941406,546.5500030517578,1,3,,,elementary,3,,,,,,,,,,,,
1290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,3,13,14,3, problem ,493,124,,hover,49,49,0.763796394859805,0.6483333587646485,82,100.06666564941406,476.4833450317383,140.06666564941406,546.5499954223633,1,3,,,elementary,3,,,,,,,,,,,,
1294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,3,13,14,5, keeping ,577,131,208656,,,,,,,110.06666564941406,564.5499877929688,130.06666564941406,632.6333160400391,1,5,,,elementary,3,,,,,,,,,,,,
1323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,3,13,14,5, keeping ,577,131,,hover,34,34,0.44724628485770157,0.8233333587646484,82,100.06666564941406,564.5499877929688,140.06666564941406,632.6333084106445,1,5,,,elementary,3,,,,,,,,,,,,
1340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,3,13,14,6, radio ,646,135,,hover,16,16,0.29670779481628157,0.8733333587646485,82,100.06666564941406,632.6333084106445,140.06666564941406,677.6833267211914,1,6,,,elementary,3,,,,,,,,,,,,
1345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,3,13,14,7, contact ,686,136,208707,,,,,,,110.06666564941406,677.683349609375,130.06666564941406,740.7333526611328,1,7,,,elementary,3,,,,,,,,,,,,
1357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,3,13,14,7, contact ,686,136,,hover,17,17,0.13190596135667415,0.8983333587646485,82,100.06666564941406,677.6833267211914,140.06666564941406,740.7333450317383,1,7,,,elementary,3,,,,,,,,,,,,
1373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,3,13,14,8, with ,743,136,,hover,16,16,0.06123338184406887,0.8983333587646485,82,100.06666564941406,740.7333450317383,140.06666564941406,777.75,1,8,,,elementary,3,,,,,,,,,,,,
1391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,3,13,14,9, a ,779,139,,hover,17,17,0.08324086606268265,0.9733333587646484,82,100.06666564941406,777.75,140.06666564941406,792.7666625976562,1,9,,,elementary,3,,,,,,,,,,,,
1395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,3,13,14,24, radio ,810,142,208758,,,,,,,150.06666564941406,792.7666625976562,170.06666564941406,837.8166656494141,2,10,,,elementary,3,,,,,,,,,,,,
1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,3,13,14,24, radio ,810,142,,hover,17,17,0.38253805002139785,0.048333358764648435,82,140.06666564941406,792.7666625976562,180.06666564941406,837.8166580200195,2,10,,,elementary,3,,,,,,,,,,,,
1446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,3,13,14,25," contact, ",886,152,208808,,,,,,,150.06666564941406,837.816650390625,170.06666564941406,905.8666534423828,2,11,,,elementary,3,,,,,,,,,,,,
1457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,3,13,14,25," contact, ",844,146,,hover,50,50,0.7080577371793693,0.29833335876464845,82,140.06666564941406,837.8166580200195,180.06666564941406,905.8666763305664,2,11,,,elementary,3,,,,,,,,,,,,
1490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,3,13,14,27, will ,925,158,,hover,33,33,0.43777669270833336,0.47333335876464844,82,140.06666564941406,919.86669921875,180.06666564941406,949.86669921875,2,13,,,elementary,3,,,,,,,,,,,,
1496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,3,13,14,28, keep ,950,162,208858,,,,,,,150.06666564941406,949.86669921875,170.06666564941406,993.9167022705078,2,14,,,elementary,3,,,,,,,,,,,,
1547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,3,13,14,28, keep ,958,164,208910,,,,,,,150.06666564941406,949.86669921875,170.06666564941406,993.9167022705078,2,14,,,elementary,3,,,,,,,,,,,,
1598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,3,13,14,28, keep ,957,164,208962,,,,,,,150.06666564941406,949.86669921875,170.06666564941406,993.9167022705078,2,14,,,elementary,3,,,,,,,,,,,,
1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,3,13,14,28, keep ,950,162,,hover,134,134,0.09383203656705962,0.5733333587646484,82,140.06666564941406,949.86669921875,180.06666564941406,993.9166946411133,2,14,,,elementary,3,,,,,,,,,,,,
1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,3,13,14,27, will ,923,148,209013,,,,,,,150.06666564941406,919.86669921875,170.06666564941406,949.86669921875,2,13,,,elementary,3,,,,,,,,,,,,
1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,3,13,14,27, will ,939,155,,hover,33,33,0.104443359375,0.19833335876464844,82,140.06666564941406,919.86669921875,180.06666564941406,949.86669921875,2,13,,,elementary,3,,,,,,,,,,,,
1674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,3,13,14,25," contact, ",899,142,,hover,17,17,0.8990936887154054,0.048333358764648435,82,140.06666564941406,837.8166580200195,180.06666564941406,905.8666763305664,2,11,,,elementary,3,,,,,,,,,,,,
1690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,3,13,14,11, and ,865,134,,hover,17,17,0.6038997647403002,0.8483333587646484,82,100.06666564941406,843.8333206176758,140.06666564941406,878.8833084106445,1,11,,,elementary,3,,,,,,,,,,,,
1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,3,13,14,10, drone ,834,130,209063,,,,,,,110.06666564941406,792.7666625976562,130.06666564941406,843.8333282470703,1,10,,,elementary,3,,,,,,,,,,,,
1707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,3,13,14,10, drone ,834,130,,hover,15,15,0.8074414696606766,0.7483333587646485,82,100.06666564941406,792.7666625976562,140.06666564941406,843.8333206176758,1,10,,,elementary,3,,,,,,,,,,,,
1724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,3,13,14,9, a ,786,124,,hover,18,18,0.5493897160137055,0.5983333587646484,82,100.06666564941406,777.75,140.06666564941406,792.7666625976562,1,9,,,elementary,3,,,,,,,,,,,,
1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,3,13,14,8, with ,762,120,,hover,17,17,0.5745158493250097,0.49833335876464846,82,100.06666564941406,740.7333450317383,140.06666564941406,777.75,1,8,,,elementary,3,,,,,,,,,,,,
1751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,3,13,14,7, contact ,735,114,209113,,,,,,,110.06666564941406,677.683349609375,130.06666564941406,740.7333526611328,1,7,,,elementary,3,,,,,,,,,,,,
1773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,3,13,14,7, contact ,735,114,,hover,32,32,0.38567273936446983,0.24833335876464843,82,100.06666564941406,677.6833267211914,140.06666564941406,740.7333450317383,1,7,,,elementary,3,,,,,,,,,,,,
1790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,3,13,14,6, radio ,646,106,,hover,17,17,0.29670779481628157,0.14833335876464843,82,100.06666564941406,632.6333084106445,140.06666564941406,677.6833267211914,1,6,,,elementary,3,,,,,,,,,,,,
1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,3,13,14,5, keeping ,618,107,209164,,,,,,,110.06666564941406,564.5499877929688,130.06666564941406,632.6333160400391,1,5,,,elementary,3,,,,,,,,,,,,
1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,3,13,14,5, keeping ,618,107,,hover,68,68,0.02129761289367543,0.34833335876464844,82,100.06666564941406,564.5499877929688,140.06666564941406,632.6333084106445,1,5,,,elementary,3,,,,,,,,,,,,
1863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,3,13,14,3, problem ,546,119,209226,,,,,,,110.06666564941406,476.48333740234375,130.06666564941406,546.5500030517578,1,3,,,elementary,3,,,,,,,,,,,,
1913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,3,13,14,3, problem ,506,132,209277,,,,,,,110.06666564941406,476.48333740234375,130.06666564941406,546.5500030517578,1,3,,,elementary,3,,,,,,,,,,,,
1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,3,13,14,3, problem ,546,119,,hover,99,99,0.0787343898631674,0.9233333587646484,82,100.06666564941406,476.4833450317383,140.06666564941406,546.5499954223633,1,3,,,elementary,3,,,,,,,,,,,,
1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,3,13,14,2, big ,470,140,209327,,,,,,,110.06666564941406,447.45001220703125,130.06666564941406,476.4833526611328,1,2,,,elementary,3,,,,,,,,,,,,
1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,3,13,14,2, big ,470,140,,hover,16,16,0.7766930489557496,0.9983333587646485,82,100.06666564941406,447.45001220703125,140.06666564941406,476.4833450317383,1,2,,,elementary,3,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,3,13,14,15, happens ,458,142,209378,,,,,,,150.06666564941406,408.41668701171875,170.06666564941406,482.5166778564453,2,1,,,elementary,3,,,,,,,,,,,,
2065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,3,13,14,15, happens ,458,142,209427,,,,,,,150.06666564941406,408.41668701171875,170.06666564941406,482.5166778564453,2,1,,,elementary,3,,,,,,,,,,,,
2089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,3,13,14,15, happens ,464,141,,hover,117,117,0.696131237147273,0.048333358764648435,82,140.06666564941406,408.41668701171875,180.06666564941406,482.5166702270508,2,1,,,elementary,3,,,,,,,,,,,,
2115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,3,13,14,3, problem ,511,138,209478,,,,,,,110.06666564941406,476.48333740234375,130.06666564941406,546.5500030517578,1,3,,,elementary,3,,,,,,,,,,,,
2124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,3,13,14,3, problem ,482,139,,hover,34,34,0.49262601788196925,0.9483333587646484,82,100.06666564941406,476.4833450317383,140.06666564941406,546.5499954223633,1,3,,,elementary,3,,,,,,,,,,,,
2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,3,13,14,4, is ,553,136,,hover,16,16,0.35833373952812175,0.8983333587646485,82,100.06666564941406,546.5499954223633,140.06666564941406,564.5499877929688,1,4,,,elementary,3,,,,,,,,,,,,
2157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,3,13,14,5, keeping ,604,137,,hover,17,17,0.5794372520189511,0.9233333587646484,82,100.06666564941406,564.5499877929688,140.06666564941406,632.6333084106445,1,5,,,elementary,3,,,,,,,,,,,,
2165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,30,3,13,14,19, breaks. ,658,142,209528,,,,,,,150.06666564941406,594.5999755859375,170.06666564941406,658.6499633789062,2,5,,,elementary,3,,,,,,,,,,,,
2173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,3,13,14,19, breaks. ,658,142,,hover,17,17,0.9898517753615981,0.048333358764648435,82,140.06666564941406,594.599983215332,180.06666564941406,658.6499938964844,2,5,,,elementary,3,,,,,,,,,,,,
2190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,30,3,13,14,21, a ,685,143,,hover,16,16,0.3562690999433511,0.07333335876464844,82,140.06666564941406,679.6500244140625,180.06666564941406,694.6666946411133,2,7,,,elementary,3,,,,,,,,,,,,
