responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,demo_other_english_test,demo_other_english_test_score,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,onestop_block_level,onestop_paragraph_index,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
20685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,111, able ,1027,419,1210681.100000143,403.03125,995.328125,423.03125,1034.375,8,9,,,,,,,,,intermediate,7,,,,,,,,,,,,
20732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,111, able ,1027,419,1210727.3000001907,403.03125,995.328125,423.03125,1034.375,8,9,,,,,,,,,intermediate,7,,,,,,,,,,,,
20777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,111, able ,1031,419,1210772.600000143,403.03125,995.328125,423.03125,1034.375,8,9,,,,,,,,,intermediate,7,,,,,,,,,,,,
20780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,7,13,14,111, able ,996,415,,393.03125,995.328125,433.03125,1034.375,8,9,hover,375.7999999523163,375.7999999523163,0.9135654261704682,0.64921875,130,,,intermediate,7,,,,,,,,,,,,
20792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,7,13,14,112, to ,1041,418,,393.03125,1034.375,433.03125,1054.390625,8,10,hover,12,12,0.9804839968774395,0.57421875,130,,,intermediate,7,,,,,,,,,,,,
20826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,7,13,14,113, invite ,1069,416,,393.03125,1054.390625,433.03125,1101.421875,8,11,hover,34.5,34.5,0.9910299003322259,0.54921875,130,,,intermediate,7,,,,,,,,,,,,
20827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,114, people ,1108,415,1210823,403.03125,1101.421875,423.03125,1160.484375,8,12,,,,,,,,,intermediate,7,,,,,,,,,,,,
20876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,114, people ,1133,414,1210872.100000143,403.03125,1101.421875,423.03125,1160.484375,8,12,,,,,,,,,intermediate,7,,,,,,,,,,,,
20933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,114, people ,1138,414,1210928.3000001907,403.03125,1101.421875,423.03125,1160.484375,8,12,,,,,,,,,intermediate,7,,,,,,,,,,,,
20980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,114, people ,1138,414,1210975.4000000954,403.03125,1101.421875,423.03125,1160.484375,8,12,,,,,,,,,intermediate,7,,,,,,,,,,,,
21041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,114, people ,1138,414,1211037,403.03125,1101.421875,423.03125,1160.484375,8,12,,,,,,,,,intermediate,7,,,,,,,,,,,,
21088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,114, people ,1138,414,1211084,403.03125,1101.421875,423.03125,1160.484375,8,12,,,,,,,,,intermediate,7,,,,,,,,,,,,
21136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,114, people ,1138,414,1211132,403.03125,1101.421875,423.03125,1160.484375,8,12,,,,,,,,,intermediate,7,,,,,,,,,,,,
21183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,114, people ,1138,414,1211178.600000143,403.03125,1101.421875,423.03125,1160.484375,8,12,,,,,,,,,intermediate,7,,,,,,,,,,,,
21229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,114, people ,1138,414,1211224.600000143,403.03125,1101.421875,423.03125,1160.484375,8,12,,,,,,,,,intermediate,7,,,,,,,,,,,,
21242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,7,13,14,114, people ,1108,415,,393.03125,1101.421875,433.03125,1160.484375,8,12,hover,415.40000009536743,415.40000009536743,0.8902116402116402,0.47421875,130,,,intermediate,7,,,,,,,,,,,,
21277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,115, because ,1201,414,1211272.8000001907,403.03125,1160.484375,423.03125,1233.546875,8,13,,,,,,,,,intermediate,7,,,,,,,,,,,,
21331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,115, because ,1223,419,1211326.9000000954,403.03125,1160.484375,423.03125,1233.546875,8,13,,,,,,,,,intermediate,7,,,,,,,,,,,,
21379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,115, because ,1213,417,1211374.8000001907,403.03125,1160.484375,423.03125,1233.546875,8,13,,,,,,,,,intermediate,7,,,,,,,,,,,,
21387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,7,13,14,115, because ,1167,412,,393.03125,1160.484375,433.03125,1233.546875,8,13,hover,145.29999995231628,145.29999995231628,0.2534217279726262,0.39921875,130,,,intermediate,7,,,,,,,,,,,,
21401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,7,13,14,114, people ,1142,402,,393.03125,1101.421875,433.03125,1160.484375,8,12,hover,13.900000095367432,13.900000095367432,0.687037037037037,0.22421875,130,,,intermediate,7,,,,,,,,,,,,
21408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,7,13,14,98, listen ,1076,390,,353.03125,1055.75,393.03125,1102.78125,7,12,hover,7,7,0.4305647840531561,0.92421875,130,,,intermediate,7,,,,,,,,,,,,
21415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,7,13,14,96, cheese ,1018,384,,353.03125,957.65625,393.03125,1020.703125,7,10,hover,7,7,0.9571251548946716,0.77421875,130,,,intermediate,7,,,,,,,,,,,,
21422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,7,13,14,94, plate ,920,377,,353.03125,893.59375,393.03125,937.640625,7,8,hover,6.5,6.5,0.5995033699893579,0.59921875,130,,,intermediate,7,,,,,,,,,,,,
21428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,7,13,14,92, enjoy ,844,377,,353.03125,824.53125,393.03125,872.578125,7,6,hover,7,7,0.40520325203252033,0.59921875,130,,,intermediate,7,,,,,,,,,,,,
21429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,90, evening ,777,377,1211425.100000143,363.03125,736.453125,383.03125,804.515625,7,4,,,,,,,,,intermediate,7,,,,,,,,,,,,
21435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,7,13,14,90, evening ,777,377,,353.03125,736.453125,393.03125,804.515625,7,4,hover,7,7,0.5957300275482094,0.59921875,130,,,intermediate,7,,,,,,,,,,,,
21442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,7,13,14,89, the ,711,384,,353.03125,706.421875,393.03125,736.453125,7,3,hover,6.599999904632568,6.599999904632568,0.15244536940686784,0.77421875,130,,,intermediate,7,,,,,,,,,,,,
21449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,7,13,14,87, friends ,656,388,,353.03125,621.375,393.03125,680.40625,7,1,hover,7.099999904632568,7.099999904632568,0.5865537321334039,0.87421875,130,,,intermediate,7,,,,,,,,,,,,
21478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,-1,999,531,420,1211473.4000000954,,,,,,,,,,,,,,,intermediate,7,,,,,,,,,,,,
21528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,-1,999,531,420,1211523.2000000477,,,,,,,,,,,,,,,intermediate,7,,,,,,,,,,,,
21581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,-1,999,531,420,1211576.7000000477,,,,,,,,,,,,,,,intermediate,7,,,,,,,,,,,,
21631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,-1,999,535,438,1211626.4000000954,,,,,,,,,,,,,,,intermediate,7,,,,,,,,,,,,
21677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,-1,999,579,438,1211672.600000143,,,,,,,,,,,,,,,intermediate,7,,,,,,,,,,,,
21727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,117, was ,625,437,1211722.5,443.03125,621.375,463.03125,658.390625,9,1,,,,,,,,,intermediate,7,,,,,,,,,,,,
21776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,117, was ,650,441,1211772,443.03125,621.375,463.03125,658.390625,9,1,,,,,,,,,intermediate,7,,,,,,,,,,,,
21841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,117, was ,652,441,1211836.7000000477,443.03125,621.375,463.03125,658.390625,9,1,,,,,,,,,intermediate,7,,,,,,,,,,,,
21889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,117, was ,652,441,1211884.5,443.03125,621.375,463.03125,658.390625,9,1,,,,,,,,,intermediate,7,,,,,,,,,,,,
21935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,117, was ,652,441,1211931,443.03125,621.375,463.03125,658.390625,9,1,,,,,,,,,intermediate,7,,,,,,,,,,,,
21982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,117, was ,653,441,1211978,443.03125,621.375,463.03125,658.390625,9,1,,,,,,,,,intermediate,7,,,,,,,,,,,,
22027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,117, was ,657,441,1212022.4000000954,443.03125,621.375,463.03125,658.390625,9,1,,,,,,,,,intermediate,7,,,,,,,,,,,,
22027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,7,13,14,117, was ,625,437,,433.03125,621.375,473.03125,658.390625,9,1,hover,306.39999985694885,306.39999985694885,0.9624314056563951,0.19921875,130,,,intermediate,7,,,,,,,,,,,,
22077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,118, nowhere ,727,446,1212072.5,443.03125,658.390625,463.03125,732.453125,9,2,,,,,,,,,intermediate,7,,,,,,,,,,,,
22080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,7,13,14,118, nowhere ,663,441,,433.03125,658.390625,473.03125,732.453125,9,2,hover,52.40000009536743,52.40000009536743,0.9263713080168776,0.32421875,130,,,intermediate,7,,,,,,,,,,,,
22100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,7,13,14,119, to ,737,448,,433.03125,732.453125,473.03125,752.46875,9,3,hover,20.5,20.5,0.9765807962529274,0.47421875,130,,,intermediate,7,,,,,,,,,,,,
22128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,120, sit ,764,457,1212123.2000000477,443.03125,752.46875,463.03125,775.484375,9,4,,,,,,,,,intermediate,7,,,,,,,,,,,,
22185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,120, sit ,769,459,1212180.9000000954,443.03125,752.46875,463.03125,775.484375,9,4,,,,,,,,,intermediate,7,,,,,,,,,,,,
22232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,120, sit ,769,459,1212228.100000143,443.03125,752.46875,463.03125,775.484375,9,4,,,,,,,,,intermediate,7,,,,,,,,,,,,
22280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,120, sit ,769,459,1212275.5,443.03125,752.46875,463.03125,775.484375,9,4,,,,,,,,,intermediate,7,,,,,,,,,,,,
22343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,120, sit ,769,459,1212338.5,443.03125,752.46875,463.03125,775.484375,9,4,,,,,,,,,intermediate,7,,,,,,,,,,,,
22389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,120, sit ,769,459,1212385,443.03125,752.46875,463.03125,775.484375,9,4,,,,,,,,,intermediate,7,,,,,,,,,,,,
22437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,120, sit ,769,459,1212432.3000001907,443.03125,752.46875,463.03125,775.484375,9,4,,,,,,,,,intermediate,7,,,,,,,,,,,,
22480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,120, sit ,769,459,1212475.3000001907,443.03125,752.46875,463.03125,775.484375,9,4,,,,,,,,,intermediate,7,,,,,,,,,,,,
22495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,7,13,14,120, sit ,755,453,,433.03125,752.46875,473.03125,775.484375,9,4,hover,395,395,0.9355057705363204,0.62421875,130,,,intermediate,7,,,,,,,,,,,,
22528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,121, ... ,787,457,1212523.4000000954,443.03125,775.484375,463.03125,795.5,9,5,,,,,,,,,intermediate,7,,,,,,,,,,,,
22574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,7,13,14,121, ... ,779,457,,433.03125,775.484375,473.03125,795.5,9,5,hover,78.29999995231628,78.29999995231628,0.9750195160031225,0.57421875,130,,,intermediate,7,,,,,,,,,,,,
22578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,122, but ,797,455,1212573.2000000477,443.03125,795.5,463.03125,825.53125,9,6,,,,,,,,,intermediate,7,,,,,,,,,,,,
22631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,122, but ,818,449,1212626.600000143,443.03125,795.5,463.03125,825.53125,9,6,,,,,,,,,intermediate,7,,,,,,,,,,,,
22669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,7,13,14,122, but ,797,455,,433.03125,795.5,473.03125,825.53125,9,6,hover,95.20000004768372,95.20000004768372,0.9823100936524454,0.37421875,130,,,intermediate,7,,,,,,,,,,,,
22682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,123, I’d ,826,448,1212677.3000001907,443.03125,825.53125,463.03125,849.546875,9,7,,,,,,,,,intermediate,7,,,,,,,,,,,,
22728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,123, I’d ,827,448,1212723.100000143,443.03125,825.53125,463.03125,849.546875,9,7,,,,,,,,,intermediate,7,,,,,,,,,,,,
22778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,123, I’d ,828,448,1212773.4000000954,443.03125,825.53125,463.03125,849.546875,9,7,,,,,,,,,intermediate,7,,,,,,,,,,,,
22835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,123, I’d ,829,448,1212830.4000000954,443.03125,825.53125,463.03125,849.546875,9,7,,,,,,,,,intermediate,7,,,,,,,,,,,,
22887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,123, I’d ,829,448,1212883,443.03125,825.53125,463.03125,849.546875,9,7,,,,,,,,,intermediate,7,,,,,,,,,,,,
22934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,123, I’d ,829,448,1212929.600000143,443.03125,825.53125,463.03125,849.546875,9,7,,,,,,,,,intermediate,7,,,,,,,,,,,,
22983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,123, I’d ,830,448,1212978.600000143,443.03125,825.53125,463.03125,849.546875,9,7,,,,,,,,,intermediate,7,,,,,,,,,,,,
22994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,7,13,14,123, I’d ,826,448,,433.03125,825.53125,473.03125,849.546875,9,7,hover,325.59999990463257,325.59999990463257,0.6024723487312947,0.37421875,130,,,intermediate,7,,,,,,,,,,,,
23028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,124, choose ,911,450,1213024.100000143,443.03125,849.546875,463.03125,912.59375,9,8,,,,,,,,,intermediate,7,,,,,,,,,,,,
23029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,7,13,14,124, choose ,850,448,,433.03125,849.546875,473.03125,912.59375,9,8,hover,34.90000009536743,34.90000009536743,0.9747211895910781,0.42421875,130,,,intermediate,7,,,,,,,,,,,,
23076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,125, Bowie ,960,461,1213072,443.03125,912.59375,463.03125,966.625,9,9,,,,,,,,,intermediate,7,,,,,,,,,,,,
23137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,125, Bowie ,961,461,1213132.4000000954,443.03125,912.59375,463.03125,966.625,9,9,,,,,,,,,intermediate,7,,,,,,,,,,,,
23184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,125, Bowie ,961,461,1213179.7000000477,443.03125,912.59375,463.03125,966.625,9,9,,,,,,,,,intermediate,7,,,,,,,,,,,,
23232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,125, Bowie ,961,461,1213227.3000001907,443.03125,912.59375,463.03125,966.625,9,9,,,,,,,,,intermediate,7,,,,,,,,,,,,
23278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,125, Bowie ,961,461,1213273.2000000477,443.03125,912.59375,463.03125,966.625,9,9,,,,,,,,,intermediate,7,,,,,,,,,,,,
23340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,125, Bowie ,961,461,1213335.4000000954,443.03125,912.59375,463.03125,966.625,9,9,,,,,,,,,intermediate,7,,,,,,,,,,,,
23387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,125, Bowie ,961,461,1213382.3000001907,443.03125,912.59375,463.03125,966.625,9,9,,,,,,,,,intermediate,7,,,,,,,,,,,,
23434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,125, Bowie ,961,461,1213429.2000000477,443.03125,912.59375,463.03125,966.625,9,9,,,,,,,,,intermediate,7,,,,,,,,,,,,
23451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,7,13,14,125, Bowie ,922,452,,433.03125,912.59375,473.03125,966.625,9,9,hover,421.90000009536743,421.90000009536743,0.951417004048583,0.69921875,130,,,intermediate,7,,,,,,,,,,,,
23479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,126, over ,977,460,1213474.7000000477,443.03125,966.625,463.03125,1006.65625,9,10,,,,,,,,,intermediate,7,,,,,,,,,,,,
23528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,126, over ,978,460,1213523.2000000477,443.03125,966.625,463.03125,1006.65625,9,10,,,,,,,,,intermediate,7,,,,,,,,,,,,
23576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,7,13,14,126, over ,969,461,,433.03125,966.625,473.03125,1006.65625,9,10,hover,124.79999995231628,124.79999995231628,0.8087431693989071,0.57421875,130,,,intermediate,7,,,,,,,,,,,,
23577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,127, a ,1011,455,1213572.4000000954,443.03125,1006.65625,463.03125,1021.671875,9,11,,,,,,,,,intermediate,7,,,,,,,,,,,,
23583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,7,13,14,127, a ,1011,455,,433.03125,1006.65625,473.03125,1021.671875,9,11,hover,6.8999998569488525,6.8999998569488525,0.2892819979188345,0.54921875,130,,,intermediate,7,,,,,,,,,,,,
23610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,7,13,14,128, sofa ,1024,454,,433.03125,1021.671875,473.03125,1060.703125,9,12,hover,27.100000143051147,27.100000143051147,0.8538831064851882,0.52421875,130,,,intermediate,7,,,,,,,,,,,,
23628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,129, any ,1089,461,1213623.7000000477,443.03125,1060.703125,463.03125,1094.734375,9,13,,,,,,,,,intermediate,7,,,,,,,,,,,,
23630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,7,13,14,129, any ,1070,456,,433.03125,1060.703125,473.03125,1094.734375,9,13,hover,20.59999990463257,20.59999990463257,0.8314967860422406,0.69921875,130,,,intermediate,7,,,,,,,,,,,,
23677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,130, day.” ,1106,466,1213672.2000000477,443.03125,1094.734375,463.03125,1133.421875,9,14,,,,,,,,,intermediate,7,,,,,,,,,,,,
23727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,130, day.” ,1106,468,1213722.2000000477,443.03125,1094.734375,463.03125,1133.421875,9,14,,,,,,,,,intermediate,7,,,,,,,,,,,,
23776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,7,13,14,130, day.” ,1095,463,,433.03125,1094.734375,473.03125,1137.2876420454545,9,14,hover,145.60000014305115,145.60000014305115,0.006242176416590176,0.94921875,130,,,intermediate,7,,,,,,,,,,,,
23777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,129, any ,1084,472,1213772.5,443.03125,1060.703125,463.03125,1094.734375,9,13,,,,,,,,,intermediate,7,,,,,,,,,,,,
23783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,7,13,14,129, any ,1084,472,,433.03125,1060.703125,473.03125,1094.734375,9,13,hover,6.8999998569488525,6.8999998569488525,0.6845730027548209,0.97421875,130,,,intermediate,7,,,,,,,,,,,,
23831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,7,13,14,-1,999,1000,484,1213826.4000000954,,,,,,,,,,,,,,,intermediate,7,,,,,,,,,,,,
