responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,demo_other_english_test,demo_other_english_test_score,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,onestop_block_level,onestop_paragraph_index,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
25297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,59, hide ,714,295,752472.8000001907,283.03125,686.4375,303.03125,725.484375,5,3,,,,,,,,,intermediate,3,,,,,,,,,,,,
25360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,59, hide ,715,295,752536,283.03125,686.4375,303.03125,725.484375,5,3,,,,,,,,,intermediate,3,,,,,,,,,,,,
25397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,59, hide ,715,295,752572.600000143,283.03125,686.4375,303.03125,725.484375,5,3,,,,,,,,,intermediate,3,,,,,,,,,,,,
25455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,59, hide ,716,295,752630.9000000954,283.03125,686.4375,303.03125,725.484375,5,3,,,,,,,,,intermediate,3,,,,,,,,,,,,
25503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,59, hide ,716,295,752678.2000000477,283.03125,686.4375,303.03125,725.484375,5,3,,,,,,,,,intermediate,3,,,,,,,,,,,,
25548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,59, hide ,716,295,752724.2000000477,283.03125,686.4375,303.03125,725.484375,5,3,,,,,,,,,intermediate,3,,,,,,,,,,,,
25600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,59, hide ,716,295,752775.600000143,283.03125,686.4375,303.03125,725.484375,5,3,,,,,,,,,intermediate,3,,,,,,,,,,,,
25608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,27,3,3,4,59, hide ,687,292,,273.03125,686.4375,313.03125,725.484375,5,3,hover,460.2000000476837,460.2000000476837,0.8595438175270108,0.54921875,113,,,intermediate,3,,,,,,,,,,,,
25643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,27,3,3,4,60, or ,730,294,,273.03125,725.484375,313.03125,746.5,5,4,hover,35.59999990463257,35.59999990463257,0.9286245353159851,0.52421875,113,,,intermediate,3,,,,,,,,,,,,
25649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,61, feel ,747,294,752824.9000000954,283.03125,746.5,303.03125,780.53125,5,5,,,,,,,,,intermediate,3,,,,,,,,,,,,
25697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,61, feel ,763,294,752872.8000001907,283.03125,746.5,303.03125,780.53125,5,5,,,,,,,,,intermediate,3,,,,,,,,,,,,
25737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,27,3,3,4,61, feel ,747,294,,273.03125,746.5,313.03125,780.53125,5,5,hover,93.79999995231628,93.79999995231628,0.9550045913682277,0.57421875,113,,,intermediate,3,,,,,,,,,,,,
25750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,62, ashamed”. ,786,297,752926,283.03125,780.53125,303.03125,870.25,5,6,,,,,,,,,intermediate,3,,,,,,,,,,,,
25796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,62, ashamed”. ,816,299,752972.100000143,283.03125,780.53125,303.03125,870.25,5,6,,,,,,,,,intermediate,3,,,,,,,,,,,,
25860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,62, ashamed”. ,819,299,753035.4000000954,283.03125,780.53125,303.03125,870.25,5,6,,,,,,,,,intermediate,3,,,,,,,,,,,,
25907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,62, ashamed”. ,819,299,753082.4000000954,283.03125,780.53125,303.03125,870.25,5,6,,,,,,,,,intermediate,3,,,,,,,,,,,,
25954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,62, ashamed”. ,819,299,753129.5,283.03125,780.53125,303.03125,870.25,5,6,,,,,,,,,intermediate,3,,,,,,,,,,,,
26002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,62, ashamed”. ,819,299,753177.2000000477,283.03125,780.53125,303.03125,870.25,5,6,,,,,,,,,intermediate,3,,,,,,,,,,,,
26047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,62, ashamed”. ,834,296,753222.8000001907,283.03125,780.53125,303.03125,870.25,5,6,,,,,,,,,intermediate,3,,,,,,,,,,,,
26099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,62, ashamed”. ,863,294,753274.4000000954,283.03125,780.53125,303.03125,870.25,5,6,,,,,,,,,intermediate,3,,,,,,,,,,,,
26123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,27,3,3,4,62, ashamed”. ,783,296,,273.03125,780.53125,313.03125,870.25,5,6,hover,385.7000000476837,385.7000000476837,0.9972135144548938,0.52421875,113,,,intermediate,3,,,,,,,,,,,,
26148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,63, Traeger-Muney ,892,294,753323.3000001907,283.03125,870.25,303.03125,997.640625,5,7,,,,,,,,,intermediate,3,,,,,,,,,,,,
26197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,63, Traeger-Muney ,922,294,753372.4000000954,283.03125,870.25,303.03125,997.640625,5,7,,,,,,,,,intermediate,3,,,,,,,,,,,,
26247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,63, Traeger-Muney ,937,294,753422.2000000477,283.03125,870.25,303.03125,997.640625,5,7,,,,,,,,,intermediate,3,,,,,,,,,,,,
26299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,63, Traeger-Muney ,939,294,753474.9000000954,283.03125,870.25,303.03125,997.640625,5,7,,,,,,,,,intermediate,3,,,,,,,,,,,,
26362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,63, Traeger-Muney ,939,294,753537.600000143,283.03125,870.25,303.03125,997.640625,5,7,,,,,,,,,intermediate,3,,,,,,,,,,,,
26410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,63, Traeger-Muney ,939,294,753585.100000143,283.03125,870.25,303.03125,997.640625,5,7,,,,,,,,,intermediate,3,,,,,,,,,,,,
26456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,63, Traeger-Muney ,939,294,753632,283.03125,870.25,303.03125,997.640625,5,7,,,,,,,,,intermediate,3,,,,,,,,,,,,
26504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,63, Traeger-Muney ,939,294,753680,283.03125,870.25,303.03125,997.640625,5,7,,,,,,,,,intermediate,3,,,,,,,,,,,,
26550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,63, Traeger-Muney ,939,294,753726,283.03125,870.25,303.03125,997.640625,5,7,,,,,,,,,intermediate,3,,,,,,,,,,,,
26596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,63, Traeger-Muney ,919,294,753772,283.03125,870.25,303.03125,997.640625,5,7,,,,,,,,,intermediate,3,,,,,,,,,,,,
26647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,63, Traeger-Muney ,896,294,753822.9000000954,283.03125,870.25,303.03125,997.640625,5,7,,,,,,,,,intermediate,3,,,,,,,,,,,,
26699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,63, Traeger-Muney ,889,294,753874.4000000954,283.03125,870.25,303.03125,997.640625,5,7,,,,,,,,,intermediate,3,,,,,,,,,,,,
26754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,63, Traeger-Muney ,887,294,753929.3000001907,283.03125,870.25,303.03125,997.640625,5,7,,,,,,,,,intermediate,3,,,,,,,,,,,,
26801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,63, Traeger-Muney ,887,294,753976.7000000477,283.03125,870.25,303.03125,997.640625,5,7,,,,,,,,,intermediate,3,,,,,,,,,,,,
26849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,63, Traeger-Muney ,887,294,754024.3000001907,283.03125,870.25,303.03125,997.640625,5,7,,,,,,,,,intermediate,3,,,,,,,,,,,,
26897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,63, Traeger-Muney ,897,292,754072.3000001907,283.03125,870.25,303.03125,997.640625,5,7,,,,,,,,,intermediate,3,,,,,,,,,,,,
26946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,63, Traeger-Muney ,958,278,754121.8000001907,283.03125,870.25,303.03125,997.640625,5,7,,,,,,,,,intermediate,3,,,,,,,,,,,,
26997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,63, Traeger-Muney ,985,276,754172.4000000954,283.03125,870.25,303.03125,997.640625,5,7,,,,,,,,,intermediate,3,,,,,,,,,,,,
27018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,27,3,3,4,63, Traeger-Muney ,874,294,,273.03125,870.25,313.03125,997.640625,5,7,hover,895.5,895.5,0.9714215626149884,0.07421875,113,,,intermediate,3,,,,,,,,,,,,
27048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,64, runs ,1003,277,754223.3000001907,283.03125,997.640625,303.03125,1037.671875,5,8,,,,,,,,,intermediate,3,,,,,,,,,,,,
27097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,64, runs ,1011,278,754272.8000001907,283.03125,997.640625,303.03125,1037.671875,5,8,,,,,,,,,intermediate,3,,,,,,,,,,,,
27149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,64, runs ,1015,279,754325,283.03125,997.640625,303.03125,1037.671875,5,8,,,,,,,,,intermediate,3,,,,,,,,,,,,
27197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,64, runs ,1023,281,754372.8000001907,283.03125,997.640625,303.03125,1037.671875,5,8,,,,,,,,,intermediate,3,,,,,,,,,,,,
27250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,64, runs ,1031,283,754425.7000000477,283.03125,997.640625,303.03125,1037.671875,5,8,,,,,,,,,intermediate,3,,,,,,,,,,,,
27276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,27,3,3,4,64, runs ,999,276,,273.03125,997.640625,313.03125,1037.671875,5,8,hover,257.90000009536743,257.90000009536743,0.983216237314598,0.27421875,113,,,intermediate,3,,,,,,,,,,,,
27297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,65, a ,1042,286,754472.3000001907,283.03125,1037.671875,303.03125,1052.6875,5,9,,,,,,,,,intermediate,3,,,,,,,,,,,,
27361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,65, a ,1045,286,754536.3000001907,283.03125,1037.671875,303.03125,1052.6875,5,9,,,,,,,,,intermediate,3,,,,,,,,,,,,
27382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,27,3,3,4,65, a ,1039,285,,273.03125,1037.671875,313.03125,1052.6875,5,9,hover,106.20000004768372,106.20000004768372,0.7544224765868887,0.32421875,113,,,intermediate,3,,,,,,,,,,,,
27397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,66, global ,1057,286,754572.2000000477,283.03125,1052.6875,303.03125,1105.734375,5,10,,,,,,,,,intermediate,3,,,,,,,,,,,,
27448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,66, global ,1085,286,754623.2000000477,283.03125,1052.6875,303.03125,1105.734375,5,10,,,,,,,,,intermediate,3,,,,,,,,,,,,
27497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,66, global ,1101,286,754673.100000143,283.03125,1052.6875,303.03125,1105.734375,5,10,,,,,,,,,intermediate,3,,,,,,,,,,,,
27528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,27,3,3,4,66, global ,1053,286,,273.03125,1052.6875,313.03125,1105.734375,5,10,hover,146,146,0.9861561119293079,0.32421875,113,,,intermediate,3,,,,,,,,,,,,
27548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,67, business ,1112,287,754723.3000001907,283.03125,1105.734375,303.03125,1181.78125,5,11,,,,,,,,,intermediate,3,,,,,,,,,,,,
27596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,67, business ,1134,287,754772,283.03125,1105.734375,303.03125,1181.78125,5,11,,,,,,,,,intermediate,3,,,,,,,,,,,,
27648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,67, business ,1153,287,754823.4000000954,283.03125,1105.734375,303.03125,1181.78125,5,11,,,,,,,,,intermediate,3,,,,,,,,,,,,
27697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,67, business ,1169,288,754872.5,283.03125,1105.734375,303.03125,1181.78125,5,11,,,,,,,,,intermediate,3,,,,,,,,,,,,
27727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,27,3,3,4,67, business ,1108,286,,273.03125,1105.734375,313.03125,1181.78125,5,11,hover,198.69999980926514,198.69999980926514,0.9897267310458188,0.39921875,113,,,intermediate,3,,,,,,,,,,,,
27748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,68, and ,1189,289,754923.3000001907,283.03125,1181.78125,303.03125,1211.828125,5,12,,,,,,,,,intermediate,3,,,,,,,,,,,,
27802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,68, and ,1200,289,754977.2000000477,283.03125,1181.78125,303.03125,1211.828125,5,12,,,,,,,,,intermediate,3,,,,,,,,,,,,
27861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,68, and ,1201,289,755037.100000143,283.03125,1181.78125,303.03125,1211.828125,5,12,,,,,,,,,intermediate,3,,,,,,,,,,,,
27880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,27,3,3,4,68, and ,1185,289,,273.03125,1181.78125,313.03125,1211.828125,5,12,hover,152.20000004768372,152.20000004768372,0.34009360374414976,0.37421875,113,,,intermediate,3,,,,,,,,,,,,
27900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,27,3,3,4,67, business ,1173,287,,273.03125,1105.734375,313.03125,1181.78125,5,11,hover,20.799999952316284,20.799999952316284,0.08239161701253339,0.27421875,113,,,intermediate,3,,,,,,,,,,,,
27902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,66, global ,1077,284,755077.2000000477,283.03125,1052.6875,303.03125,1105.734375,5,10,,,,,,,,,intermediate,3,,,,,,,,,,,,
27907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,27,3,3,4,66, global ,1077,284,,273.03125,1052.6875,313.03125,1105.734375,5,10,hover,6.900000095367432,6.900000095367432,0.45832106038291603,0.27421875,113,,,intermediate,3,,,,,,,,,,,,
27914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,27,3,3,4,64, runs ,1031,285,,273.03125,997.640625,313.03125,1037.671875,5,8,hover,7,7,0.8333333333333334,0.29921875,113,,,intermediate,3,,,,,,,,,,,,
27935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,27,3,3,4,63, Traeger-Muney ,984,287,,273.03125,870.25,313.03125,997.640625,5,7,hover,20.5,20.5,0.11578560039249355,0.49921875,113,,,intermediate,3,,,,,,,,,,,,
27952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,62, ashamed”. ,781,304,755128,283.03125,780.53125,303.03125,870.25,5,6,,,,,,,,,intermediate,3,,,,,,,,,,,,
27957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,27,3,3,4,62, ashamed”. ,851,298,,273.03125,780.53125,313.03125,870.25,5,6,hover,21.200000047683716,21.200000047683716,0.00522466039707419,0.77421875,113,,,intermediate,3,,,,,,,,,,,,
27963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,27,3,3,4,60, or ,739,312,,273.03125,725.484375,313.03125,746.5,5,4,hover,6.5,6.5,0.6431226765799256,0.97421875,113,,,intermediate,3,,,,,,,,,,,,
27970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,27,3,3,4,59, hide ,716,313,,273.03125,686.4375,313.03125,725.484375,5,3,hover,6.8999998569488525,6.8999998569488525,0.7571028411364545,0.99921875,113,,,intermediate,3,,,,,,,,,,,,
28001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,69, specializes ,664,315,755176.9000000954,323.03125,621.375,343.03125,714.421875,6,1,,,,,,,,,intermediate,3,,,,,,,,,,,,
28047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,69, specializes ,648,320,755222.5,323.03125,621.375,343.03125,714.421875,6,1,,,,,,,,,intermediate,3,,,,,,,,,,,,
28099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,69, specializes ,644,322,755274.7000000477,323.03125,621.375,343.03125,714.421875,6,1,,,,,,,,,intermediate,3,,,,,,,,,,,,
28156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,69, specializes ,644,326,755331.7000000477,323.03125,621.375,343.03125,714.421875,6,1,,,,,,,,,intermediate,3,,,,,,,,,,,,
28197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,69, specializes ,636,333,755373,323.03125,621.375,343.03125,714.421875,6,1,,,,,,,,,intermediate,3,,,,,,,,,,,,
28247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,69, specializes ,627,337,755422.9000000954,323.03125,621.375,343.03125,714.421875,6,1,,,,,,,,,intermediate,3,,,,,,,,,,,,
28306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,69, specializes ,625,337,755481.600000143,323.03125,621.375,343.03125,714.421875,6,1,,,,,,,,,intermediate,3,,,,,,,,,,,,
28353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,69, specializes ,625,337,755528.600000143,323.03125,621.375,343.03125,714.421875,6,1,,,,,,,,,intermediate,3,,,,,,,,,,,,
28399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,69, specializes ,625,337,755574.8000001907,323.03125,621.375,343.03125,714.421875,6,1,,,,,,,,,intermediate,3,,,,,,,,,,,,
28452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,69, specializes ,650,335,755627.600000143,323.03125,621.375,343.03125,714.421875,6,1,,,,,,,,,intermediate,3,,,,,,,,,,,,
28497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,69, specializes ,695,335,755672.9000000954,323.03125,621.375,343.03125,714.421875,6,1,,,,,,,,,intermediate,3,,,,,,,,,,,,
28532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,27,3,3,4,69, specializes ,704,314,,313.03125,621.375,353.03125,714.421875,6,1,hover,562.1000001430511,562.1000001430511,0.9847187237615449,0.54921875,113,,,intermediate,3,,,,,,,,,,,,
28548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,70, in ,730,335,755723.2000000477,323.03125,714.421875,343.03125,733.4375,6,2,,,,,,,,,intermediate,3,,,,,,,,,,,,
28558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,27,3,3,4,70, in ,720,335,,313.03125,714.421875,353.03125,733.4375,6,2,hover,26.399999856948853,26.399999856948853,0.924404272801972,0.54921875,113,,,intermediate,3,,,,,,,,,,,,
28599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,71, working ,742,335,755774.9000000954,323.03125,733.4375,343.03125,800.46875,6,3,,,,,,,,,intermediate,3,,,,,,,,,,,,
28654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,71, working ,747,335,755829.8000001907,323.03125,733.4375,343.03125,800.46875,6,3,,,,,,,,,intermediate,3,,,,,,,,,,,,
28702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,71, working ,748,335,755877.2000000477,323.03125,733.4375,343.03125,800.46875,6,3,,,,,,,,,intermediate,3,,,,,,,,,,,,
28751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,71, working ,750,335,755926.2000000477,323.03125,733.4375,343.03125,800.46875,6,3,,,,,,,,,intermediate,3,,,,,,,,,,,,
28800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,71, working ,770,335,755975.4000000954,323.03125,733.4375,343.03125,800.46875,6,3,,,,,,,,,intermediate,3,,,,,,,,,,,,
28847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,27,3,3,4,71, working ,789,335,756022.9000000954,323.03125,733.4375,343.03125,800.46875,6,3,,,,,,,,,intermediate,3,,,,,,,,,,,,
