responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,demo_other_english_test,demo_other_english_test_score,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,onestop_block_level,onestop_paragraph_index,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
55781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,148, Space ,891,567,1421357.700000003,569.7569580078125,836.1285400390625,589.7569580078125,892.1354866027832,12,2,,,,,,,,,advanced,1,,,,,,,,,,,,
55797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,6,1,6,7,148, Space ,841,571,,559.7569580078125,836.128532409668,599.7569580078125,892.135461807251,12,2,hover,166.60000000149012,166.60000000149012,0.9797264049383865,0.1810760498046875,149,,,advanced,1,,,,,,,,,,,,
55829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,149, Station. ,895,566,1421405.6000000015,569.7569580078125,892.1354370117188,589.7569580078125,953.1423835754395,12,3,,,,,,,,,advanced,1,,,,,,,,,,,,
55871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,149, Station. ,905,566,1421446.8000000045,569.7569580078125,892.1354370117188,589.7569580078125,953.1423835754395,12,3,,,,,,,,,advanced,1,,,,,,,,,,,,
55923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,149, Station. ,917,566,1421499.700000003,569.7569580078125,892.1354370117188,589.7569580078125,953.1423835754395,12,3,,,,,,,,,advanced,1,,,,,,,,,,,,
55971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,149, Station. ,935,567,1421546.8999999985,569.7569580078125,892.1354370117188,589.7569580078125,953.1423835754395,12,3,,,,,,,,,advanced,1,,,,,,,,,,,,
56032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,149, Station. ,946,567,1421608.5,569.7569580078125,892.1354370117188,589.7569580078125,953.1423835754395,12,3,,,,,,,,,advanced,1,,,,,,,,,,,,
56071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,149, Station. ,951,568,1421646.8999999985,569.7569580078125,892.1354370117188,589.7569580078125,953.1423835754395,12,3,,,,,,,,,advanced,1,,,,,,,,,,,,
56127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,149, Station. ,954,568,1421702.8000000045,569.7569580078125,892.1354370117188,589.7569580078125,953.1423835754395,12,3,,,,,,,,,advanced,1,,,,,,,,,,,,
56164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,6,1,6,7,149, Station. ,893,566,,559.7569580078125,892.135461807251,599.7569580078125,956.7686858177185,12,3,hover,366.70000000298023,366.70000000298023,0.9726350364723867,0.2060760498046875,149,,,advanced,1,,,,,,,,,,,,
56173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,957,568,1421749.3999999985,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
56220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,966,570,1421796.6000000015,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
56270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,985,575,1421846.6000000015,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
56329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1004,576,1421905.3000000045,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
56375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1026,577,1421951.8000000045,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
56422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1040,577,1421998.8000000045,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
56480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1047,577,1422056.3000000045,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
56520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1048,577,1422095.8999999985,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
56578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1048,577,1422154.6000000015,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
56624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1048,577,1422200.700000003,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
56671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1048,577,1422247.5,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
56720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1048,577,1422296.200000003,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
56780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1050,577,1422356.5,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
56829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1050,577,1422405.3999999985,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
56875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1051,577,1422451.3000000045,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
56922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1051,577,1422498.3000000045,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
56985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1052,577,1422561.5,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
57031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1052,577,1422607.3999999985,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
57078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1052,577,1422654.3000000045,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
57124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1052,577,1422700.1000000015,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
57171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1052,577,1422747.700000003,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
57233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1052,577,1422809.200000003,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
57281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1052,577,1422856.8999999985,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
57326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1052,577,1422902.5,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
57374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1052,577,1422950.1000000015,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
57420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1052,577,1422996.3000000045,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
57482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1052,577,1423057.8000000045,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
57529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1052,577,1423105,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
57575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1052,577,1423150.8000000045,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
57621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1052,577,1423197.5,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
57684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1052,577,1423260.3000000045,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
57731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1052,577,1423307.3000000045,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
57778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1052,577,1423354.3999999985,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
57825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1052,577,1423401.6000000015,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
57872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1052,577,1423448.1000000015,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
57934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1052,577,1423510.3999999985,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
57981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1052,577,1423557.700000003,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
58028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1055,578,1423603.8000000045,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
58074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1056,580,1423649.8999999985,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
58121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1056,581,1423697.5,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
58183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1056,581,1423759.700000003,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
58230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1056,581,1423806.3000000045,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
58276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1056,581,1423852.700000003,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
58323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1056,581,1423899.5,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
58370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1056,581,1423946.5,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
58422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1052,581,1423998.700000003,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
58480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1424056.6000000015,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
58527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1424103,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
58573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1424149.6000000015,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
58635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1424211.200000003,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
58682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1424258.5,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
58728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1424304.200000003,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
58774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1424350.200000003,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
58821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1424397.700000003,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
58870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1424446.3000000045,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
58933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1424509.3999999985,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
58979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1424555.1000000015,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
59025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1424601.1000000015,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
59071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1424647.6000000015,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
59134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1424710.700000003,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
59181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1424757.3000000045,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
59227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1424803.3999999985,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
59274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1424850.200000003,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
59320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1424896.700000003,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
59382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1424958.3000000045,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
59429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1425005.3000000045,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
59475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1425051.1000000015,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
59522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1425097.8999999985,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
59585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1425161.5,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
59632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1425207.8999999985,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
59679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1425255.3999999985,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
59727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1425303.200000003,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
59774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1425350.1000000015,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
59821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1425397,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
59884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1425460.5,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
59931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1425506.8999999985,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
59978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1425554.3000000045,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
60024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1425600.3999999985,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
60071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1425647.200000003,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
60133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1425709.1000000015,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
60180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1425755.8000000045,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
60226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1425801.8999999985,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
60272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1425848.6000000015,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
60320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1425896.1000000015,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
60382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1425957.8000000045,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
60428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1426004.6000000015,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
60475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1426051.5,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
60522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1426098.5,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
60585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1426161.1000000015,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
60631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1426207.1000000015,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
60678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1426254,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
60723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1426299.3999999985,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
60771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1426347.5,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
60833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1426409.3999999985,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
60879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,6,1,6,7,-1,999,1042,577,1426455.700000003,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
