responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,demo_other_english_test,demo_other_english_test_score,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,onestop_block_level,onestop_paragraph_index,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
2450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,19,1,21,22,10, muddy ,1162,154,,119.7569580078125,1154.1493668556213,159.7569580078125,1213.142463684082,1,10,hover,216.60000000149012,216.60000000149012,0.7772203123647246,0.9560760498046875,104,,,intermediate,1,,,,,,,,,,,,
2456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,24, happily. ,1204,161,2492646.3000000045,169.7569580078125,1194.1319580078125,189.7569580078125,1259.8090438842773,2,11,,,,,,,,,intermediate,1,,,,,,,,,,,,
2518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,24, happily. ,1247,163,2492708,169.7569580078125,1194.1319580078125,189.7569580078125,1259.8090438842773,2,11,,,,,,,,,intermediate,1,,,,,,,,,,,,
2534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,19,1,21,22,24, happily. ,1204,161,,159.7569580078125,1194.131992340088,199.7569580078125,1259.8090629577637,2,11,hover,83.39999999850988,83.39999999850988,0.8049690274353323,0.0810760498046875,104,,,intermediate,1,,,,,,,,,,,,
2550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,19,1,21,22,25, It ,1268,163,,159.7569580078125,1259.8090629577637,199.7569580078125,1274.8090825080872,2,12,hover,16.69999999552965,16.69999999552965,0.5460617577701546,0.0810760498046875,104,,,intermediate,1,,,,,,,,,,,,
2557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,26, is ,1282,160,2492747.1000000015,169.7569580078125,1274.80908203125,189.7569580078125,1292.8125553131104,2,13,,,,,,,,,intermediate,1,,,,,,,,,,,,
2567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,19,1,21,22,26, is ,1282,160,,159.7569580078125,1274.8090825080872,199.7569580078125,1292.8125886917114,2,13,hover,16.600000001490116,16.600000001490116,0.3994176144674307,0.0060760498046875,104,,,intermediate,1,,,,,,,,,,,,
2584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,19,1,21,22,11, mountain ,1290,157,,119.7569580078125,1213.142463684082,159.7569580078125,1292.1528549194336,1,11,hover,16.600000001490116,16.600000001490116,0.9727522559276944,0.9310760498046875,104,,,intermediate,1,,,,,,,,,,,,
2616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,12," track, ",1300,156,2492806.3999999985,129.7569580078125,1292.15283203125,149.7569580078125,1341.1458892822266,1,12,,,,,,,,,intermediate,1,,,,,,,,,,,,
2657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,12," track, ",1305,155,2492847.3000000045,129.7569580078125,1292.15283203125,149.7569580078125,1341.1458892822266,1,12,,,,,,,,,intermediate,1,,,,,,,,,,,,
2712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,12," track, ",1310,155,2492902.200000003,129.7569580078125,1292.15283203125,149.7569580078125,1341.1458892822266,1,12,,,,,,,,,intermediate,1,,,,,,,,,,,,
2757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,12," track, ",1326,155,2492947.1000000015,129.7569580078125,1292.15283203125,149.7569580078125,1341.1458892822266,1,12,,,,,,,,,intermediate,1,,,,,,,,,,,,
2806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,12," track, ",1340,151,2492996.3999999985,129.7569580078125,1292.15283203125,149.7569580078125,1341.1458892822266,1,12,,,,,,,,,intermediate,1,,,,,,,,,,,,
2817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,19,1,21,22,12," track, ",1295,156,,119.7569580078125,1292.1528549194336,159.7569580078125,1341.145881652832,1,12,hover,233.29999999701977,233.29999999701977,0.9766113316683314,0.7810760498046875,104,,,intermediate,1,,,,,,,,,,,,
2868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,13, the ,1355,144,2493058,129.7569580078125,1341.1458740234375,149.7569580078125,1366.163236618042,1,13,,,,,,,,,intermediate,1,,,,,,,,,,,,
2906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,13, the ,1356,144,2493096.6000000015,129.7569580078125,1341.1458740234375,149.7569580078125,1366.163236618042,1,13,,,,,,,,,intermediate,1,,,,,,,,,,,,
2957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,13, the ,1356,144,2493147.3000000045,129.7569580078125,1341.1458740234375,149.7569580078125,1366.163236618042,1,13,,,,,,,,,intermediate,1,,,,,,,,,,,,
3008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,13, the ,1357,144,2493197.8999999985,129.7569580078125,1341.1458740234375,149.7569580078125,1366.163236618042,1,13,,,,,,,,,intermediate,1,,,,,,,,,,,,
3067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,19,1,21,22,13, the ,1344,150,,119.7569580078125,1341.145881652832,159.7569580078125,1366.163236618042,1,13,hover,250.10000000149012,250.10000000149012,0.8735583109229211,0.6060760498046875,104,,,intermediate,1,,,,,,,,,,,,
3068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,-1,999,1370,144,2493258,,,,,,,,,,,,,,,intermediate,1,,,,,,,,,,,,
3116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,-1,999,1387,144,2493306,,,,,,,,,,,,,,,intermediate,1,,,,,,,,,,,,
3157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,-1,999,1408,141,2493347,,,,,,,,,,,,,,,intermediate,1,,,,,,,,,,,,
3210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,-1,999,1420,137,2493400.3000000045,,,,,,,,,,,,,,,intermediate,1,,,,,,,,,,,,
3257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,-1,999,1420,137,2493447.3000000045,,,,,,,,,,,,,,,intermediate,1,,,,,,,,,,,,
3309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,-1,999,1420,137,2493499.200000003,,,,,,,,,,,,,,,intermediate,1,,,,,,,,,,,,
3357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,-1,999,1378,133,2493547,,,,,,,,,,,,,,,intermediate,1,,,,,,,,,,,,
3384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,19,1,21,22,13, the ,1347,131,,119.7569580078125,1341.145881652832,159.7569580078125,1366.163236618042,1,13,hover,16.700000002980232,16.700000002980232,0.23400228982276175,0.2810760498046875,104,,,intermediate,1,,,,,,,,,,,,
3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,19,1,21,22,12," track, ",1300,124,,119.7569580078125,1292.1528549194336,159.7569580078125,1341.145881652832,1,12,hover,16.69999999552965,16.69999999552965,0.1601686118162817,0.1060760498046875,104,,,intermediate,1,,,,,,,,,,,,
3416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,-1,999,1235,110,2493605.8000000045,,,,,,,,,,,,,,,intermediate,1,,,,,,,,,,,,
3456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,-1,999,1235,110,2493646.6000000015,,,,,,,,,,,,,,,intermediate,1,,,,,,,,,,,,
3506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,-1,999,1235,110,2493696.3000000045,,,,,,,,,,,,,,,intermediate,1,,,,,,,,,,,,
3557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,-1,999,1235,110,2493746.8999999985,,,,,,,,,,,,,,,intermediate,1,,,,,,,,,,,,
3617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,-1,999,1235,110,2493807.3000000045,,,,,,,,,,,,,,,intermediate,1,,,,,,,,,,,,
3667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,3, stops. ,911,134,2493857.1000000015,129.7569580078125,866.0938110351562,149.7569580078125,919.0972862243652,1,3,,,,,,,,,intermediate,1,,,,,,,,,,,,
3667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,19,1,21,22,3, stops. ,911,134,,119.7569580078125,866.0937995910645,159.7569580078125,919.0972881317139,1,3,hover,16.899999998509884,16.899999998509884,0.8472310341327081,0.3560760498046875,104,,,intermediate,1,,,,,,,,,,,,
3684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,19,1,21,22,16, what ,866,170,,159.7569580078125,845.1041851043701,199.7569580078125,888.1076641082764,2,3,hover,16.5,16.5,0.4859098700766,0.2560760498046875,104,,,intermediate,1,,,,,,,,,,,,
3715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,15, finds ,823,195,2493905.1000000015,169.7569580078125,802.1007080078125,189.7569580078125,845.1041831970215,2,2,,,,,,,,,intermediate,1,,,,,,,,,,,,
3757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,15, finds ,803,197,2493947.1000000015,169.7569580078125,802.1007080078125,189.7569580078125,845.1041831970215,2,2,,,,,,,,,intermediate,1,,,,,,,,,,,,
3767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,19,1,21,22,15, finds ,837,190,,159.7569580078125,802.1007270812988,199.7569580078125,845.1041851043701,2,2,hover,83.10000000149012,83.10000000149012,0.020911641994434804,0.9310760498046875,104,,,intermediate,1,,,,,,,,,,,,
3808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,14, scientist ,748,176,2493998.700000003,169.7569580078125,732.1181030273438,189.7569580078125,802.1007461547852,2,1,,,,,,,,,intermediate,1,,,,,,,,,,,,
3856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,14, scientist ,742,172,2494046.700000003,169.7569580078125,732.1181030273438,189.7569580078125,802.1007461547852,2,1,,,,,,,,,intermediate,1,,,,,,,,,,,,
3917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,14, scientist ,742,168,2494107.8000000045,169.7569580078125,732.1181030273438,189.7569580078125,802.1007461547852,2,1,,,,,,,,,intermediate,1,,,,,,,,,,,,
3957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,14, scientist ,742,167,2494147,169.7569580078125,732.1181030273438,189.7569580078125,802.1007461547852,2,1,,,,,,,,,intermediate,1,,,,,,,,,,,,
4016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,14, scientist ,741,167,2494206.700000003,169.7569580078125,732.1181030273438,189.7569580078125,802.1007461547852,2,1,,,,,,,,,intermediate,1,,,,,,,,,,,,
4061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,14, scientist ,741,167,2494251.3999999985,169.7569580078125,732.1181030273438,189.7569580078125,802.1007461547852,2,1,,,,,,,,,intermediate,1,,,,,,,,,,,,
4112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,14, scientist ,741,166,2494302.700000003,169.7569580078125,732.1181030273438,189.7569580078125,802.1007461547852,2,1,,,,,,,,,intermediate,1,,,,,,,,,,,,
4160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,14, scientist ,741,166,2494350.700000003,169.7569580078125,732.1181030273438,189.7569580078125,802.1007461547852,2,1,,,,,,,,,intermediate,1,,,,,,,,,,,,
4208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,14, scientist ,741,166,2494398.700000003,169.7569580078125,732.1181030273438,189.7569580078125,802.1007461547852,2,1,,,,,,,,,intermediate,1,,,,,,,,,,,,
4268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,14, scientist ,788,182,2494458.5,169.7569580078125,732.1181030273438,189.7569580078125,802.1007461547852,2,1,,,,,,,,,intermediate,1,,,,,,,,,,,,
4284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,19,1,21,22,14, scientist ,784,190,,159.7569580078125,732.1181030273438,199.7569580078125,802.1007270812988,2,1,hover,516.8999999985099,516.8999999985099,0.7985110265309933,0.5560760498046875,104,,,intermediate,1,,,,,,,,,,,,
4318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,15, finds ,836,192,2494508.3999999985,169.7569580078125,802.1007080078125,189.7569580078125,845.1041831970215,2,2,,,,,,,,,intermediate,1,,,,,,,,,,,,
4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,19,1,21,22,15, finds ,810,186,,159.7569580078125,802.1007270812988,199.7569580078125,845.1041851043701,2,2,hover,66.5,66.5,0.9045615098635038,0.8310760498046875,104,,,intermediate,1,,,,,,,,,,,,
4357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,16, what ,847,193,2494547.1000000015,169.7569580078125,845.1041870117188,189.7569580078125,888.1076622009277,2,3,,,,,,,,,intermediate,1,,,,,,,,,,,,
4412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,16, what ,864,195,2494602.700000003,169.7569580078125,845.1041870117188,189.7569580078125,888.1076622009277,2,3,,,,,,,,,intermediate,1,,,,,,,,,,,,
4460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,16, what ,876,196,2494650.6000000015,169.7569580078125,845.1041870117188,189.7569580078125,888.1076622009277,2,3,,,,,,,,,intermediate,1,,,,,,,,,,,,
4484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,19,1,21,22,16, what ,847,193,,159.7569580078125,845.1041851043701,199.7569580078125,888.1076641082764,2,3,hover,133.40000000596046,133.40000000596046,0.9742424535425204,0.9310760498046875,104,,,intermediate,1,,,,,,,,,,,,
4508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,17, he ,904,197,2494698.6000000015,169.7569580078125,888.107666015625,189.7569580078125,913.1250286102295,2,4,,,,,,,,,intermediate,1,,,,,,,,,,,,
4534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,19,1,21,22,17, he ,896,197,,159.7569580078125,888.1076641082764,199.7569580078125,913.1250448226929,2,4,hover,49.899999998509884,49.899999998509884,0.9150572617113232,0.9310760498046875,104,,,intermediate,1,,,,,,,,,,,,
4550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,19,1,21,22,18, is ,930,197,,159.7569580078125,913.1250448226929,199.7569580078125,931.1285371780396,2,5,hover,16.799999997019768,16.799999997019768,0.9373156521098864,0.9310760498046875,104,,,intermediate,1,,,,,,,,,,,,
4557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,19, looking ,947,196,2494747.1000000015,169.7569580078125,931.1285400390625,189.7569580078125,993.1424331665039,2,6,,,,,,,,,intermediate,1,,,,,,,,,,,,
4618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,19, looking ,982,193,2494808.200000003,169.7569580078125,931.1285400390625,189.7569580078125,993.1424331665039,2,6,,,,,,,,,intermediate,1,,,,,,,,,,,,
4666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,19, looking ,992,193,2494856.700000003,169.7569580078125,931.1285400390625,189.7569580078125,993.1424331665039,2,6,,,,,,,,,intermediate,1,,,,,,,,,,,,
4667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,19,1,21,22,19, looking ,947,196,,159.7569580078125,931.1285371780396,199.7569580078125,993.1424140930176,2,6,hover,116.60000000149012,116.60000000149012,0.9815780894559479,0.8310760498046875,104,,,intermediate,1,,,,,,,,,,,,
4715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,20, for. ,1002,193,2494904.8000000045,169.7569580078125,993.1423950195312,189.7569580078125,1023.1423969268799,2,7,,,,,,,,,intermediate,1,,,,,,,,,,,,
4757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,20, for. ,1014,195,2494947.1000000015,169.7569580078125,993.1423950195312,189.7569580078125,1023.1423969268799,2,7,,,,,,,,,intermediate,1,,,,,,,,,,,,
4800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,19,1,21,22,20, for. ,996,193,,159.7569580078125,993.1424140930176,199.7569580078125,1023.1423959732056,2,7,hover,133.39999999850988,133.39999999850988,0.9619201112264669,0.8810760498046875,104,,,intermediate,1,,,,,,,,,,,,
4810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,21, “Droppings!” ,1026,195,2495000.8000000045,169.7569580078125,1023.1423950195312,189.7569580078125,1127.1180953979492,2,8,,,,,,,,,intermediate,1,,,,,,,,,,,,
4859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,21, “Droppings!” ,1062,196,2495048.8999999985,169.7569580078125,1023.1423950195312,189.7569580078125,1127.1180953979492,2,8,,,,,,,,,intermediate,1,,,,,,,,,,,,
4907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,21, “Droppings!” ,1120,196,2495096.8999999985,169.7569580078125,1023.1423950195312,189.7569580078125,1127.1180953979492,2,8,,,,,,,,,intermediate,1,,,,,,,,,,,,
4917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,19,1,21,22,21, “Droppings!” ,1026,195,,159.7569580078125,1023.1423959732056,199.7569580078125,1127.1181297302246,2,8,hover,116.70000000298023,116.70000000298023,0.9315404712905516,0.9060760498046875,104,,,intermediate,1,,,,,,,,,,,,
4957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,22, he ,1140,196,2495147.200000003,169.7569580078125,1127.1181640625,189.7569580078125,1152.1355266571045,2,9,,,,,,,,,intermediate,1,,,,,,,,,,,,
5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,19,1,21,22,22, he ,1130,196,,159.7569580078125,1127.1181297302246,199.7569580078125,1152.1355123519897,2,9,hover,83.29999999701977,83.29999999701977,0.9146388579382462,0.9060760498046875,104,,,intermediate,1,,,,,,,,,,,,
5018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,23, says ,1165,196,2495208.3999999985,169.7569580078125,1152.135498046875,189.7569580078125,1194.1320266723633,2,10,,,,,,,,,intermediate,1,,,,,,,,,,,,
5065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,23, says ,1177,196,2495254.8999999985,169.7569580078125,1152.135498046875,189.7569580078125,1194.1320266723633,2,10,,,,,,,,,intermediate,1,,,,,,,,,,,,
5113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,23, says ,1187,194,2495303,169.7569580078125,1152.135498046875,189.7569580078125,1194.1320266723633,2,10,,,,,,,,,intermediate,1,,,,,,,,,,,,
5117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,19,1,21,22,23, says ,1157,196,,159.7569580078125,1152.1355123519897,199.7569580078125,1194.131992340088,2,10,hover,116.60000000149012,116.60000000149012,0.8301764256883171,0.8560760498046875,104,,,intermediate,1,,,,,,,,,,,,
5157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,24, happily. ,1214,192,2495347.1000000015,169.7569580078125,1194.1319580078125,189.7569580078125,1259.8090438842773,2,11,,,,,,,,,intermediate,1,,,,,,,,,,,,
5206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,24, happily. ,1244,187,2495396.8000000045,169.7569580078125,1194.1319580078125,189.7569580078125,1259.8090438842773,2,11,,,,,,,,,intermediate,1,,,,,,,,,,,,
5251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,19,1,21,22,24, happily. ,1196,193,,159.7569580078125,1194.131992340088,199.7569580078125,1259.8090629577637,2,11,hover,133.39999999850988,133.39999999850988,0.9267771398368458,0.6810760498046875,104,,,intermediate,1,,,,,,,,,,,,
5268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,25, It ,1268,186,2495458.700000003,169.7569580078125,1259.80908203125,189.7569580078125,1274.8090829849243,2,12,,,,,,,,,intermediate,1,,,,,,,,,,,,
5284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,19,1,21,22,25, It ,1261,187,,159.7569580078125,1259.8090629577637,199.7569580078125,1274.8090825080872,2,12,hover,33.399999998509884,33.399999998509884,0.5460617577701546,0.6560760498046875,104,,,intermediate,1,,,,,,,,,,,,
5318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,26, is ,1288,184,2495508.6000000015,169.7569580078125,1274.80908203125,189.7569580078125,1292.8125553131104,2,13,,,,,,,,,intermediate,1,,,,,,,,,,,,
5334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,19,1,21,22,26, is ,1275,185,,159.7569580078125,1274.8090825080872,199.7569580078125,1292.8125886917114,2,13,hover,50.100000001490116,50.100000001490116,0.7326860311193779,0.6060760498046875,104,,,intermediate,1,,,,,,,,,,,,
5357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,19,1,21,22,27, so ,1297,184,2495547.200000003,169.7569580078125,1292.8126220703125,189.7569580078125,1316.823040008545,2,14,,,,,,,,,intermediate,1,,,,,,,,,,,,
5384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,19,1,21,22,27, so ,1293,184,,159.7569580078125,1292.8125886917114,199.7569580078125,1316.82301902771,2,14,hover,49.899999998509884,49.899999998509884,0.5075882080304135,0.6310760498046875,104,,,intermediate,1,,,,,,,,,,,,
