responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,onestop_block_level,onestop_paragraph_index,device,hand,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
18101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,54, jeans ,902,291,1465169.700000286,283.265625,881.5625,303.265625,929.609375,5,6,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
18117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,54, jeans ,902,291,,273.265625,881.5625,313.265625,929.609375,5,6,hover,16.90000009536743,16.90000009536743,0.4253658536585366,0.443359375,116,,,intermediate,3,,,,,,,,,,,,,,
18134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,52, but ,848,293,,273.265625,826.5,313.265625,856.53125,5,4,hover,16.40000009536743,16.40000009536743,0.7159209157127991,0.493359375,116,,,intermediate,3,,,,,,,,,,,,,,
18151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,51," (€26), ",781,298,1465219.700000286,283.265625,774.46875,303.265625,826.5,5,3,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
18167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,51," (€26), ",808,296,,273.265625,774.46875,313.265625,826.5,5,3,hover,33.5,33.5,0.12552552552552554,0.618359375,116,,,intermediate,3,,,,,,,,,,,,,,
18200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,50, sandals ,753,302,1465268.700000286,283.265625,707.421875,303.265625,774.46875,5,2,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
18250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,50, sandals ,763,300,,273.265625,707.421875,313.265625,774.46875,5,2,hover,83.09999990463257,83.09999990463257,0.17268701934281053,0.868359375,116,,,intermediate,3,,,,,,,,,,,,,,
18251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,49, espadrille ,706,309,1465319.9000000954,283.265625,625.375,303.265625,707.421875,5,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
18300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,49, espadrille ,680,311,1465368.5,283.265625,625.375,303.265625,707.421875,5,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
18350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,49, espadrille ,653,312,1465418.6000003815,283.265625,625.375,303.265625,707.421875,5,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
18385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,49, espadrille ,706,309,,273.265625,625.375,313.265625,707.421875,5,1,hover,133.90000009536743,133.90000009536743,0.26356884402970865,0.993359375,116,,,intermediate,3,,,,,,,,,,,,,,
18386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,61, During ,646,314,1465454.8000001907,323.265625,625.375,343.265625,683.40625,6,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
18438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,61, During ,642,320,1465506.9000000954,323.265625,625.375,343.265625,683.40625,6,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
18486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,61, During ,641,326,1465554.3000001907,323.265625,625.375,343.265625,683.40625,6,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
18536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,61, During ,641,330,1465604.5,323.265625,625.375,343.265625,683.40625,6,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
18601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,61, During ,646,335,1465669.6000003815,323.265625,625.375,343.265625,683.40625,6,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
18651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,61, During ,660,341,1465719.700000286,323.265625,625.375,343.265625,683.40625,6,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
18686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,61, During ,671,344,1465754.6000003815,323.265625,625.375,343.265625,683.40625,6,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
18734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,61, During ,646,314,,313.265625,625.375,353.265625,683.40625,6,1,hover,349.59999990463257,349.59999990463257,0.9413031771674745,0.793359375,116,,,intermediate,3,,,,,,,,,,,,,,
18750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,62, the ,684,345,1465818.5,323.265625,683.40625,343.265625,713.4375,6,2,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
18800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,62, the ,701,342,1465868.6000003815,323.265625,683.40625,343.265625,713.4375,6,2,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
18851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,62, the ,701,342,1465919.5,323.265625,683.40625,343.265625,713.4375,6,2,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
18900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,62, the ,701,342,1465968.8000001907,323.265625,683.40625,343.265625,713.4375,6,2,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
18951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,62, the ,701,342,1466019.200000286,323.265625,683.40625,343.265625,713.4375,6,2,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
19002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,62, the ,701,342,1466070.4000000954,323.265625,683.40625,343.265625,713.4375,6,2,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
19034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,62, the ,684,345,,313.265625,683.40625,353.265625,713.4375,6,2,hover,300,300,0.7523413111342352,0.693359375,116,,,intermediate,3,,,,,,,,,,,,,,
19050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,63," experiment, ",715,340,1466118.6000003815,323.265625,713.4375,343.265625,812.484375,6,3,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
19101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,63," experiment, ",767,345,1466169.4000000954,323.265625,713.4375,343.265625,812.484375,6,3,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
19151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,63," experiment, ",785,345,1466219.6000003815,323.265625,713.4375,343.265625,812.484375,6,3,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
19201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,63," experiment, ",797,344,1466269.5,323.265625,713.4375,343.265625,812.484375,6,3,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
19236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,63," experiment, ",802,343,1466305,323.265625,713.4375,343.265625,812.484375,6,3,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
19287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,63," experiment, ",809,343,1466355.700000286,323.265625,713.4375,343.265625,812.484375,6,3,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
19317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,63," experiment, ",715,340,,313.265625,713.4375,353.265625,812.484375,6,3,hover,283.2000002861023,283.2000002861023,0.9951096387442814,0.743359375,116,,,intermediate,3,,,,,,,,,,,,,,
19351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,64, Carle ,823,343,1466419.6000003815,323.265625,812.484375,343.265625,860.5,6,4,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
19386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,64, Carle ,829,343,1466454.3000001907,323.265625,812.484375,343.265625,860.5,6,4,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
19445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,64, Carle ,835,344,1466513.200000286,323.265625,812.484375,343.265625,860.5,6,4,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
19487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,64, Carle ,839,344,1466555.200000286,323.265625,812.484375,343.265625,860.5,6,4,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
19536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,64, Carle ,850,345,1466605,323.265625,812.484375,343.265625,860.5,6,4,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
19584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,64, Carle ,816,343,,313.265625,812.484375,353.265625,860.5,6,4,hover,266.7999997138977,266.7999997138977,0.96876016921575,0.793359375,116,,,intermediate,3,,,,,,,,,,,,,,
19601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,65, hunted ,870,345,1466669.6000003815,323.265625,860.5,343.265625,920.5625,6,5,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
19651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,65, hunted ,889,345,1466719.6000003815,323.265625,860.5,343.265625,920.5625,6,5,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
19688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,65, hunted ,900,345,1466757,323.265625,860.5,343.265625,920.5625,6,5,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
19738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,65, hunted ,912,344,1466806.700000286,323.265625,860.5,343.265625,920.5625,6,5,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
19784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,65, hunted ,865,345,,313.265625,860.5,353.265625,920.5625,6,5,hover,199.80000019073486,199.80000019073486,0.9739854318418314,0.743359375,116,,,intermediate,3,,,,,,,,,,,,,,
19800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,66, in ,922,343,1466868.5,323.265625,920.5625,343.265625,939.578125,6,6,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
19840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,66, in ,928,343,1466908.3000001907,323.265625,920.5625,343.265625,939.578125,6,6,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
19890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,66, in ,934,342,1466959.1000003815,323.265625,920.5625,343.265625,939.578125,6,6,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
19937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,66, in ,939,342,1467005.6000003815,323.265625,920.5625,343.265625,939.578125,6,6,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
19950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,66, in ,922,343,,313.265625,920.5625,353.265625,939.578125,6,6,hover,166.7999997138977,166.7999997138977,0.9695973705834018,0.718359375,116,,,intermediate,3,,,,,,,,,,,,,,
20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,67, supermarkets ,943,342,1467068.6000003815,323.265625,939.578125,343.265625,1053.625,6,7,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
20036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,67, supermarkets ,950,340,1467104.8000001907,323.265625,939.578125,343.265625,1053.625,6,7,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
20087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,67, supermarkets ,963,338,1467155.8000001907,323.265625,939.578125,343.265625,1053.625,6,7,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
20135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,67, supermarkets ,967,337,1467204.1000003815,323.265625,939.578125,343.265625,1053.625,6,7,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
20200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,67, supermarkets ,968,337,1467269,323.265625,939.578125,343.265625,1053.625,6,7,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
20244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,67, supermarkets ,969,337,1467312.3000001907,323.265625,939.578125,343.265625,1053.625,6,7,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
20286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,67, supermarkets ,976,337,1467354.700000286,323.265625,939.578125,343.265625,1053.625,6,7,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
20351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,67, supermarkets ,1015,335,1467419.5,323.265625,939.578125,343.265625,1053.625,6,7,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
20401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,67, supermarkets ,1042,335,1467469.6000003815,323.265625,939.578125,343.265625,1053.625,6,7,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
20434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,67, supermarkets ,941,342,,313.265625,939.578125,353.265625,1053.625,6,7,hover,483.5,483.5,0.9594464995204822,0.543359375,116,,,intermediate,3,,,,,,,,,,,,,,
20451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,68, for ,1059,335,1467519.6000003815,323.265625,1053.625,343.265625,1079.640625,6,8,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
20495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,68, for ,1065,335,1467563.200000286,323.265625,1053.625,343.265625,1079.640625,6,8,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
20550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,68, for ,1068,335,1467618.8000001907,323.265625,1053.625,343.265625,1079.640625,6,8,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
20600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,68, for ,1071,335,1467668.6000003815,323.265625,1053.625,343.265625,1079.640625,6,8,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
20634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,68, for ,1055,335,,313.265625,1053.625,353.265625,1079.640625,6,8,hover,199.90000009536743,199.90000009536743,0.9369369369369369,0.518359375,116,,,intermediate,3,,,,,,,,,,,,,,
20636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,69, 100% ,1081,334,1467704.6000003815,323.265625,1079.640625,343.265625,1130.6875,6,9,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
20687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,69, 100% ,1091,334,1467755.8000001907,323.265625,1079.640625,343.265625,1130.6875,6,9,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
20751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,69, 100% ,1107,334,1467819.8000001907,323.265625,1079.640625,343.265625,1130.6875,6,9,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
20801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,69, 100% ,1121,333,1467869.5,323.265625,1079.640625,343.265625,1130.6875,6,9,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
20850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,69, 100% ,1130,333,1467918.6000003815,323.265625,1079.640625,343.265625,1130.6875,6,9,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
20850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,69, 100% ,1081,334,,313.265625,1079.640625,353.265625,1130.6875,6,9,hover,216.80000019073486,216.80000019073486,0.9865319865319865,0.493359375,116,,,intermediate,3,,,,,,,,,,,,,,
20900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,70, French-made ,1146,332,1467968.5,323.265625,1130.6875,343.265625,1237.734375,6,10,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
20936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,70, French-made ,1167,331,1468004.8000001907,323.265625,1130.6875,343.265625,1237.734375,6,10,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
21001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,70, French-made ,1201,330,1468069.4000000954,323.265625,1130.6875,343.265625,1237.734375,6,10,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
21050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,70, French-made ,1209,330,1468118.6000003815,323.265625,1130.6875,343.265625,1237.734375,6,10,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
21087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,70, French-made ,1215,330,1468155.3000001907,323.265625,1130.6875,343.265625,1237.734375,6,10,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
21147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,70, French-made ,1216,330,1468216,323.265625,1130.6875,343.265625,1237.734375,6,10,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
21201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,70, French-made ,1196,330,1468269.8000001907,323.265625,1130.6875,343.265625,1237.734375,6,10,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
21234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,70, French-made ,1135,332,,313.265625,1130.6875,353.265625,1237.734375,6,10,hover,383.19999980926514,383.19999980926514,0.2831703400963363,0.418359375,116,,,intermediate,3,,,,,,,,,,,,,,
21250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,69, 100% ,1103,330,1468318.6000003815,323.265625,1079.640625,343.265625,1130.6875,6,9,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
21250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,69, 100% ,1103,330,,313.265625,1079.640625,353.265625,1130.6875,6,9,hover,16.90000009536743,16.90000009536743,0.4576063666972758,0.418359375,116,,,intermediate,3,,,,,,,,,,,,,,
21284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,67, supermarkets ,1038,330,,313.265625,939.578125,353.265625,1053.625,6,7,hover,33.09999990463257,33.09999990463257,0.030004110152075627,0.418359375,116,,,intermediate,3,,,,,,,,,,,,,,
21300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,64, Carle ,847,330,,313.265625,812.484375,353.265625,860.5,6,4,hover,16.59999990463257,16.59999990463257,0.7188415229417507,0.418359375,116,,,intermediate,3,,,,,,,,,,,,,,
21301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,63," experiment, ",774,331,1468369.9000000954,323.265625,713.4375,343.265625,812.484375,6,3,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
21317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,63," experiment, ",774,331,,313.265625,713.4375,353.265625,812.484375,6,3,hover,16.700000286102295,16.700000286102295,0.6114529105537151,0.443359375,116,,,intermediate,3,,,,,,,,,,,,,,
21334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,62, the ,713,335,,313.265625,683.40625,353.265625,713.4375,6,2,hover,16.699999809265137,16.699999809265137,0.9854318418314256,0.543359375,116,,,intermediate,3,,,,,,,,,,,,,,
21351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,61, During ,651,342,1468419.8000001907,323.265625,625.375,343.265625,683.40625,6,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
21401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,61, During ,634,346,1468469.6000003815,323.265625,625.375,343.265625,683.40625,6,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
21437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,61, During ,630,347,1468505.700000286,323.265625,625.375,343.265625,683.40625,6,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
21496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,61, During ,626,351,1468564.3000001907,323.265625,625.375,343.265625,683.40625,6,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
21517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,3,17,18,61, During ,672,339,,313.265625,625.375,353.265625,683.40625,6,1,hover,183.30000019073486,183.30000019073486,0.010770059235325794,0.968359375,116,,,intermediate,3,,,,,,,,,,,,,,
21551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,3,17,18,71," products, ",629,362,1468619.5,363.265625,625.375,383.265625,704.421875,7,1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,
