responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,demo_other_english_test,demo_other_english_test_score,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
561,raw_position_sample,2,2,int,,,900,1,-1,999,352,97,911974,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
615,raw_position_sample,2,2,int,,,900,1,-1,999,355,97,912028,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
666,raw_position_sample,2,2,int,,,900,1,-1,999,364,102,912079,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
717,raw_position_sample,2,2,int,,,900,1,-1,999,377,107,912129,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
771,raw_position_sample,2,2,int,,,900,1,-1,999,388,109,912185,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
825,raw_position_sample,2,2,int,,,900,1,-1,999,394,110,912238,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
876,raw_position_sample,2,2,int,,,900,1,-1,999,398,110,912288,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
926,raw_position_sample,2,2,int,,,900,1,-1,999,404,111,912338,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
976,raw_position_sample,2,2,int,,,900,1,-1,999,407,112,912388,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
1027,raw_position_sample,2,2,int,,,900,1,-1,999,408,112,912439,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
1078,raw_position_sample,2,2,int,,,900,1,-1,999,411,113,912491,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
1133,raw_position_sample,2,2,int,,,900,1,-1,999,419,114,912546,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
1187,raw_position_sample,2,2,int,,,900,1,1, The ,422,114,912600,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,424.6166687011719,130.46665954589844,460.6499938964844,1,1,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
1239,raw_position_sample,2,2,int,,,900,1,1, The ,422,114,912653,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,424.6166687011719,130.46665954589844,460.6499938964844,1,1,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
1291,raw_position_sample,2,2,int,,,900,1,1, The ,422,114,912703,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,424.6166687011719,130.46665954589844,460.6499938964844,1,1,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
1342,raw_position_sample,2,2,int,,,900,1,1, The ,422,114,912755,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,424.6166687011719,130.46665954589844,460.6499938964844,1,1,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
1397,raw_position_sample,2,2,int,,,900,1,1, The ,432,114,912809,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,424.6166687011719,130.46665954589844,460.6499938964844,1,1,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
1445,hover_association,2,2,int,,,900,1,1, The ,422,114,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.21665954589844,421.0133361816406,141.21665954589844,460.6499938964844,1,1,hover,284,284,0.9331428518633152,0.34458351135253906,19,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
1453,raw_position_sample,2,2,int,,,900,1,2, coastal ,473,116,912866,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,460.6499938964844,130.46665954589844,522.6999969482422,1,2,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
1504,raw_position_sample,2,2,int,,,900,1,2, coastal ,491,116,912916,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,460.6499938964844,130.46665954589844,522.6999969482422,1,2,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
1559,raw_position_sample,2,2,int,,,900,1,2, coastal ,501,116,912971,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,460.6499938964844,130.46665954589844,522.6999969482422,1,2,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
1610,raw_position_sample,2,2,int,,,900,1,2, coastal ,506,116,913023,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,460.6499938964844,130.46665954589844,522.6999969482422,1,2,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
1660,raw_position_sample,2,2,int,,,900,1,2, coastal ,506,116,913073,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,460.6499938964844,130.46665954589844,522.6999969482422,1,2,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
1715,raw_position_sample,2,2,int,,,900,1,2, coastal ,506,116,913127,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,460.6499938964844,130.46665954589844,522.6999969482422,1,2,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
1766,raw_position_sample,2,2,int,,,900,1,2, coastal ,506,116,913179,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,460.6499938964844,130.46665954589844,522.6999969482422,1,2,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
1821,raw_position_sample,2,2,int,,,900,1,2, coastal ,506,116,913234,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,460.6499938964844,130.46665954589844,522.6999969482422,1,2,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
1877,raw_position_sample,2,2,int,,,900,1,2, coastal ,506,116,913289,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,460.6499938964844,130.46665954589844,522.6999969482422,1,2,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
1929,raw_position_sample,2,2,int,,,900,1,2, coastal ,520,116,913342,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,460.6499938964844,130.46665954589844,522.6999969482422,1,2,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
1948,hover_association,2,2,int,,,900,1,2, coastal ,465,115,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.21665954589844,460.6499938964844,141.21665954589844,522.7000045776367,1,2,hover,504,504,0.9887187033498877,0.3695835113525391,19,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
1981,raw_position_sample,2,2,int,,,900,1,3, tram ,532,116,913393,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,522.7000122070312,130.46665954589844,563.7166748046875,1,3,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
2032,raw_position_sample,2,2,int,,,900,1,3, tram ,542,116,913444,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,522.7000122070312,130.46665954589844,563.7166748046875,1,3,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
2087,raw_position_sample,2,2,int,,,900,1,3, tram ,548,116,913500,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,522.7000122070312,130.46665954589844,563.7166748046875,1,3,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
2138,raw_position_sample,2,2,int,,,900,1,3, tram ,550,116,913550,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,522.7000122070312,130.46665954589844,563.7166748046875,1,3,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
2191,raw_position_sample,2,2,int,,,900,1,3, tram ,551,116,913604,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,522.7000122070312,130.46665954589844,563.7166748046875,1,3,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
2247,raw_position_sample,2,2,int,,,900,1,3, tram ,552,116,913659,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,522.7000122070312,130.46665954589844,563.7166748046875,1,3,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
2299,raw_position_sample,2,2,int,,,900,1,3, tram ,556,116,913712,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,522.7000122070312,130.46665954589844,563.7166748046875,1,3,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
2351,raw_position_sample,2,2,int,,,900,1,3, tram ,560,116,913764,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,522.7000122070312,130.46665954589844,563.7166748046875,1,3,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
2402,raw_position_sample,2,2,int,,,900,1,3, tram ,562,116,913815,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,522.7000122070312,130.46665954589844,563.7166748046875,1,3,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
2452,raw_position_sample,2,2,int,,,900,1,3, tram ,563,116,913865,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,522.7000122070312,130.46665954589844,563.7166748046875,1,3,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
2455,hover_association,2,2,int,,,900,1,3, tram ,525,116,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.21665954589844,522.7000045776367,141.21665954589844,563.7166748046875,1,3,hover,507,507,0.9825272309838831,0.3695835113525391,19,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
2504,raw_position_sample,2,2,int,,,900,1,4, arrived ,564,116,913917,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,563.7166748046875,130.46665954589844,623.7666778564453,1,4,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
2557,raw_position_sample,2,2,int,,,900,1,4, arrived ,564,116,913969,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,563.7166748046875,130.46665954589844,623.7666778564453,1,4,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
2560,hover_association,2,2,int,,,900,1,4, arrived ,564,116,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.21665954589844,563.7166748046875,141.21665954589844,623.7666702270508,1,4,hover,104,104,0.004718155152547881,0.3695835113525391,19,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
2610,raw_position_sample,2,2,int,,,900,1,3, tram ,550,119,914022,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,522.7000122070312,130.46665954589844,563.7166748046875,1,3,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
2661,raw_position_sample,2,2,int,,,900,1,3, tram ,538,121,914073,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,522.7000122070312,130.46665954589844,563.7166748046875,1,3,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
2711,raw_position_sample,2,2,int,,,900,1,3, tram ,536,121,914124,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,522.7000122070312,130.46665954589844,563.7166748046875,1,3,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
2764,raw_position_sample,2,2,int,,,900,1,3, tram ,535,121,914177,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,522.7000122070312,130.46665954589844,563.7166748046875,1,3,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
2815,raw_position_sample,2,2,int,,,900,1,3, tram ,532,121,914228,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,522.7000122070312,130.46665954589844,563.7166748046875,1,3,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
2865,raw_position_sample,2,2,int,,,900,1,3, tram ,528,121,914279,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,522.7000122070312,130.46665954589844,563.7166748046875,1,3,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
2911,hover_association,2,2,int,,,900,1,3, tram ,562,117,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.21665954589844,522.7000045776367,141.21665954589844,563.7166748046875,1,3,hover,352,352,0.007313987720179006,0.4945835113525391,19,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
2916,raw_position_sample,2,2,int,,,900,1,2, coastal ,522,121,914329,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,460.6499938964844,130.46665954589844,522.6999969482422,1,2,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
2968,raw_position_sample,2,2,int,,,900,1,2, coastal ,517,122,914380,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,460.6499938964844,130.46665954589844,522.6999969482422,1,2,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
3017,raw_position_sample,2,2,int,,,900,1,2, coastal ,511,123,914430,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,460.6499938964844,130.46665954589844,522.6999969482422,1,2,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
3069,raw_position_sample,2,2,int,,,900,1,2, coastal ,498,123,914482,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,460.6499938964844,130.46665954589844,522.6999969482422,1,2,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
