responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,SONAId,SonaId,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,response,response_correct,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_SONAId,glb_SubjectId,glb_SubjectID,glb_SonaId,glb_study_key
5827,raw_position_sample,2,2,int,,,900,1,11, Commuters ,836,123,334296,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.375,802.2890625,130.875,900.3046875,1,11,,,,,,,,,,,
5878,raw_position_sample,2,2,int,,,900,1,11, Commuters ,836,123,334346.90000009537,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.375,802.2890625,130.875,900.3046875,1,11,,,,,,,,,,,
5928,raw_position_sample,2,2,int,,,900,1,11, Commuters ,852,123,334396.80000019073,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.375,802.2890625,130.875,900.3046875,1,11,,,,,,,,,,,
5978,raw_position_sample,2,2,int,,,900,1,11, Commuters ,897,123,334446.09999990463,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.375,802.2890625,130.875,900.3046875,1,11,,,,,,,,,,,
5984,hover_association,2,2,int,,,900,1,11, Commuters ,805,124,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,483.19999980926514,483.19999980926514,0.966284074605452,0.559375,19,100.625,802.2890625,140.625,900.3046875,1,11,,,,,,,,,,,
6028,raw_position_sample,2,2,int,,,900,1,12, stepped ,912,123,334496.40000009537,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.375,900.3046875,130.875,969.3671875,1,12,,,,,,,,,,,
6079,raw_position_sample,2,2,int,,,900,1,12, stepped ,919,123,334547,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.375,900.3046875,130.875,969.3671875,1,12,,,,,,,,,,,
6128,raw_position_sample,2,2,int,,,900,1,12, stepped ,926,124,334596.90000009537,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.375,900.3046875,130.875,969.3671875,1,12,,,,,,,,,,,
6178,raw_position_sample,2,2,int,,,900,1,12, stepped ,931,124,334646.59999990463,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.375,900.3046875,130.875,969.3671875,1,12,,,,,,,,,,,
6227,raw_position_sample,2,2,int,,,900,1,12, stepped ,938,125,334695.59999990463,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.375,900.3046875,130.875,969.3671875,1,12,,,,,,,,,,,
6278,raw_position_sample,2,2,int,,,900,1,12, stepped ,948,127,334746.40000009537,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.375,900.3046875,130.875,969.3671875,1,12,,,,,,,,,,,
6328,raw_position_sample,2,2,int,,,900,1,12, stepped ,960,128,334796.5,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.375,900.3046875,130.875,969.3671875,1,12,,,,,,,,,,,
6334,hover_association,2,2,int,,,900,1,12, stepped ,903,123,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,350.59999990463257,350.59999990463257,0.9078054298642534,0.709375,19,100.625,900.3046875,140.625,969.3671875,1,12,,,,,,,,,,,
6351,hover_association,2,2,int,,,900,1,12, stepped ,966,129,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5999999046325684,0.5999999046325684,0.9512443438914027,0.709375,19,100.625,900.3046875,140.625,969.3671875,1,12,,,,,,,,,,,
6368,hover_association,2,2,int,,,900,1,12, stepped ,969,130,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5999999046325684,0.5999999046325684,0.994683257918552,0.734375,19,100.625,900.3046875,140.625,969.3671875,1,12,,,,,,,,,,,
6378,raw_position_sample,2,2,int,,,900,1,-1,999,969,130,334846.5,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6384,hover_association,2,2,int,,,900,1,13, into ,971,130,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5999999046325684,0.5999999046325684,0.04799081515499426,0.734375,19,100.625,969.3671875,140.625,1003.390625,1,13,,,,,,,,,,,
6401,hover_association,2,2,int,,,900,1,13, into ,973,131,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5,0.5,0.10677382319173363,0.759375,19,100.625,969.3671875,140.625,1003.390625,1,13,,,,,,,,,,,
6418,hover_association,2,2,int,,,900,1,13, into ,975,131,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5999999046325684,0.5999999046325684,0.165556831228473,0.759375,19,100.625,969.3671875,140.625,1003.390625,1,13,,,,,,,,,,,
6428,raw_position_sample,2,2,int,,,900,1,-1,999,975,131,334896.30000019073,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6434,hover_association,2,2,int,,,900,1,13, into ,977,131,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.40000009536743164,0.40000009536743164,0.2243398392652124,0.759375,19,100.625,969.3671875,140.625,1003.390625,1,13,,,,,,,,,,,
6451,hover_association,2,2,int,,,900,1,13, into ,979,131,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5,0.5,0.28312284730195175,0.759375,19,100.625,969.3671875,140.625,1003.390625,1,13,,,,,,,,,,,
6468,hover_association,2,2,int,,,900,1,13, into ,980,131,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.6999998092651367,0.6999998092651367,0.31251435132032146,0.759375,19,100.625,969.3671875,140.625,1003.390625,1,13,,,,,,,,,,,
6478,raw_position_sample,2,2,int,,,900,1,-1,999,980,131,334946.5,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6484,hover_association,2,2,int,,,900,1,13, into ,980,131,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.40000009536743164,0.40000009536743164,0.31251435132032146,0.759375,19,100.625,969.3671875,140.625,1003.390625,1,13,,,,,,,,,,,
6500,hover_association,2,2,int,,,900,1,13, into ,981,131,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.40000009536743164,0.40000009536743164,0.34190585533869117,0.759375,19,100.625,969.3671875,140.625,1003.390625,1,13,,,,,,,,,,,
6517,hover_association,2,2,int,,,900,1,13, into ,982,131,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.39999961853027344,0.39999961853027344,0.3712973593570609,0.759375,19,100.625,969.3671875,140.625,1003.390625,1,13,,,,,,,,,,,
6528,raw_position_sample,2,2,int,,,900,1,-1,999,982,131,334996.90000009537,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6575,hover_association,2,2,int,,,900,1,13, into ,982,131,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,1.0999999046325684,1.0999999046325684,0.3712973593570609,0.759375,19,100.625,969.3671875,140.625,1003.390625,1,13,,,,,,,,,,,
6578,raw_position_sample,2,2,int,,,900,1,-1,999,982,131,335046.30000019073,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6627,raw_position_sample,2,2,int,,,900,1,-1,999,982,131,335095.7000002861,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6640,hover_association,2,2,int,,,900,1,13, into ,981,131,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,1.200000286102295,1.200000286102295,0.34190585533869117,0.759375,19,100.625,969.3671875,140.625,1003.390625,1,13,,,,,,,,,,,
6651,hover_association,2,2,int,,,900,1,13, into ,978,131,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5999999046325684,0.5999999046325684,0.2537313432835821,0.759375,19,100.625,969.3671875,140.625,1003.390625,1,13,,,,,,,,,,,
6667,hover_association,2,2,int,,,900,1,12, stepped ,967,131,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5999999046325684,0.5999999046325684,0.9657239819004525,0.759375,19,100.625,900.3046875,140.625,969.3671875,1,12,,,,,,,,,,,
6678,raw_position_sample,2,2,int,,,900,1,-1,999,967,131,335146.59999990463,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6684,hover_association,2,2,int,,,900,1,12, stepped ,936,131,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.40000009536743164,0.40000009536743164,0.5168552036199096,0.759375,19,100.625,900.3046875,140.625,969.3671875,1,12,,,,,,,,,,,
6701,hover_association,2,2,int,,,900,1,11, Commuters ,893,131,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5,0.5,0.9254742547425474,0.759375,19,100.625,802.2890625,140.625,900.3046875,1,11,,,,,,,,,,,
6717,hover_association,2,2,int,,,900,1,11, Commuters ,840,130,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.40000009536743164,0.40000009536743164,0.38474414155906267,0.734375,19,100.625,802.2890625,140.625,900.3046875,1,11,,,,,,,,,,,
6728,raw_position_sample,2,2,int,,,900,1,-1,999,840,130,335196.30000019073,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6734,hover_association,2,2,int,,,900,1,10, early. ,773,129,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.40000009536743164,0.40000009536743164,0.3859131859131859,0.709375,19,100.625,754.59375,140.625,802.2890625,1,10,,,,,,,,,,,
6751,hover_association,2,2,int,,,900,1,9, minutes ,722,129,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5,0.5,0.5209003215434084,0.709375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
6767,hover_association,2,2,int,,,900,1,7, station ,619,129,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.40000009536743164,0.40000009536743164,0.4047651097052093,0.709375,19,100.625,595.5078125,140.625,653.546875,1,7,,,,,,,,,,,
6777,raw_position_sample,2,2,int,,,900,1,-1,999,619,129,335245.5,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6784,hover_association,2,2,int,,,900,1,5, at ,565,135,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.40000009536743164,0.40000009536743164,0.975800156128025,0.859375,19,100.625,545.46875,140.625,565.484375,1,5,,,,,,,,,,,
6801,hover_association,2,2,int,,,900,1,4, arrived ,536,140,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.40000009536743164,0.40000009536743164,0.8422491214369386,0.984375,19,100.625,485.4453125,140.625,545.46875,1,4,,,,,,,,,,,
6817,hover_association,2,2,int,,,900,1,19, raised. ,508,146,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.2999997138977051,0.2999997138977051,0.4783722601022078,0.134375,19,140.625,480.4296875,180.625,538.06328125,2,4,,,,,,,,,,,
6828,raw_position_sample,2,2,int,,,900,1,-1,999,508,146,335296.59999990463,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6834,hover_association,2,2,int,,,900,1,19, raised. ,490,151,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.40000009536743164,0.40000009536743164,0.16605441162516424,0.259375,19,140.625,480.4296875,180.625,538.06328125,2,4,,,,,,,,,,,
6878,raw_position_sample,2,2,int,,,900,1,18, collars ,465,158,335346.7000002861,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.375,423.4140625,170.875,480.4296875,2,3,,,,,,,,,,,
6928,raw_position_sample,2,2,int,,,900,1,18, collars ,438,167,335396.40000009537,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.375,423.4140625,170.875,480.4296875,2,3,,,,,,,,,,,
6934,hover_association,2,2,int,,,900,1,18, collars ,476,155,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,83.5,83.5,0.2558235132913127,0.659375,19,140.625,423.4140625,180.625,480.4296875,2,3,,,,,,,,,,,
6951,hover_association,2,2,int,,,900,1,17, their ,422,172,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5999999046325684,0.5999999046325684,0.964669139176264,0.784375,19,140.625,383.390625,180.625,423.4140625,2,2,,,,,,,,,,,
6968,hover_association,2,2,int,,,900,1,17, their ,413,174,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5,0.5,0.73980089791138,0.834375,19,140.625,383.390625,180.625,423.4140625,2,2,,,,,,,,,,,
6979,raw_position_sample,2,2,int,,,900,1,-1,999,413,174,335447.2000002861,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6984,hover_association,2,2,int,,,900,1,17, their ,403,175,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5999999046325684,0.5999999046325684,0.48994729650595353,0.859375,19,140.625,383.390625,180.625,423.4140625,2,2,,,,,,,,,,,
7001,hover_association,2,2,int,,,900,1,17, their ,394,176,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.40000009536743164,0.40000009536743164,0.26507905524106967,0.884375,19,140.625,383.390625,180.625,423.4140625,2,2,,,,,,,,,,,
7017,hover_association,2,2,int,,,900,1,17, their ,385,176,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.40000009536743164,0.40000009536743164,0.04021081397618583,0.884375,19,140.625,383.390625,180.625,423.4140625,2,2,,,,,,,,,,,
7029,raw_position_sample,2,2,int,,,900,1,-1,999,385,176,335497,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7034,hover_association,2,2,int,,,900,1,16, with ,372,176,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5,0.5,0.6922752216124948,0.884375,19,140.625,346.375,180.625,383.390625,2,1,,,,,,,,,,,
7051,hover_association,2,2,int,,,900,1,16, with ,365,176,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5,0.5,0.5031658927817645,0.884375,19,140.625,346.375,180.625,383.390625,2,1,,,,,,,,,,,
7067,hover_association,2,2,int,,,900,1,16, with ,359,176,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5999999046325684,0.5999999046325684,0.34107218235542425,0.884375,19,140.625,346.375,180.625,383.390625,2,1,,,,,,,,,,,
7078,raw_position_sample,2,2,int,,,900,1,-1,999,359,176,335546.40000009537,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7084,hover_association,2,2,int,,,900,1,16, with ,355,176,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5,0.5,0.23300970873786409,0.884375,19,140.625,346.375,180.625,383.390625,2,1,,,,,,,,,,,
7100,hover_association,2,2,int,,,900,1,16, with ,352,176,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5,0.5,0.15196285352469396,0.884375,19,140.625,346.375,180.625,383.390625,2,1,,,,,,,,,,,
7117,hover_association,2,2,int,,,900,1,16, with ,352,176,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5,0.5,0.15196285352469396,0.884375,19,140.625,346.375,180.625,383.390625,2,1,,,,,,,,,,,
7128,raw_position_sample,2,2,int,,,900,1,-1,999,352,176,335596.80000019073,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7134,hover_association,2,2,int,,,900,1,16, with ,351,176,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5,0.5,0.12494723512030392,0.884375,19,140.625,346.375,180.625,383.390625,2,1,,,,,,,,,,,
7152,hover_association,2,2,int,,,900,1,16, with ,351,175,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.40000009536743164,0.40000009536743164,0.12494723512030392,0.859375,19,140.625,346.375,180.625,383.390625,2,1,,,,,,,,,,,
7167,hover_association,2,2,int,,,900,1,16, with ,351,175,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.40000009536743164,0.40000009536743164,0.12494723512030392,0.859375,19,140.625,346.375,180.625,383.390625,2,1,,,,,,,,,,,
7178,raw_position_sample,2,2,int,,,900,1,-1,999,351,175,335646,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7184,hover_association,2,2,int,,,900,1,16, with ,351,174,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.6000003814697266,0.6000003814697266,0.12494723512030392,0.834375,19,140.625,346.375,180.625,383.390625,2,1,,,,,,,,,,,
7201,hover_association,2,2,int,,,900,1,16, with ,352,174,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5,0.5,0.15196285352469396,0.834375,19,140.625,346.375,180.625,383.390625,2,1,,,,,,,,,,,
7217,hover_association,2,2,int,,,900,1,16, with ,354,173,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.3000001907348633,0.3000001907348633,0.20599409033347404,0.809375,19,140.625,346.375,180.625,383.390625,2,1,,,,,,,,,,,
7228,raw_position_sample,2,2,int,,,900,1,-1,999,354,173,335696.7000002861,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7234,hover_association,2,2,int,,,900,1,16, with ,355,173,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.40000009536743164,0.40000009536743164,0.23300970873786409,0.809375,19,140.625,346.375,180.625,383.390625,2,1,,,,,,,,,,,
7251,hover_association,2,2,int,,,900,1,16, with ,356,173,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5,0.5,0.2600253271422541,0.809375,19,140.625,346.375,180.625,383.390625,2,1,,,,,,,,,,,
7267,hover_association,2,2,int,,,900,1,16, with ,358,172,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.40000009536743164,0.40000009536743164,0.3140565639510342,0.784375,19,140.625,346.375,180.625,383.390625,2,1,,,,,,,,,,,
7278,raw_position_sample,2,2,int,,,900,1,-1,999,358,172,335746.5,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7284,hover_association,2,2,int,,,900,1,16, with ,360,172,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.40000009536743164,0.40000009536743164,0.3680878007598143,0.784375,19,140.625,346.375,180.625,383.390625,2,1,,,,,,,,,,,
7301,hover_association,2,2,int,,,900,1,16, with ,362,171,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.40000009536743164,0.40000009536743164,0.42211903756859437,0.759375,19,140.625,346.375,180.625,383.390625,2,1,,,,,,,,,,,
7317,hover_association,2,2,int,,,900,1,16, with ,366,171,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.2999997138977051,0.2999997138977051,0.5301815111861545,0.759375,19,140.625,346.375,180.625,383.390625,2,1,,,,,,,,,,,
7328,raw_position_sample,2,2,int,,,900,1,-1,999,366,171,335796.90000009537,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7334,hover_association,2,2,int,,,900,1,16, with ,377,169,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5,0.5,0.8273533136344449,0.709375,19,140.625,346.375,180.625,383.390625,2,1,,,,,,,,,,,
7378,raw_position_sample,2,2,int,,,900,1,17, their ,400,164,335846.30000019073,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.375,383.390625,170.875,423.4140625,2,2,,,,,,,,,,,
7417,hover_association,2,2,int,,,900,1,17, their ,388,167,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,67,67,0.9146984188951786,0.534375,19,140.625,383.390625,180.625,423.4140625,2,2,,,,,,,,,,,
7428,raw_position_sample,2,2,int,,,900,1,18, collars ,428,161,335896.2000002861,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.375,423.4140625,170.875,480.4296875,2,3,,,,,,,,,,,
7478,raw_position_sample,2,2,int,,,900,1,18, collars ,449,161,335946.80000019073,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.375,423.4140625,170.875,480.4296875,2,3,,,,,,,,,,,
7528,raw_position_sample,2,2,int,,,900,1,18, collars ,462,163,335996.40000009537,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.375,423.4140625,170.875,480.4296875,2,3,,,,,,,,,,,
7578,raw_position_sample,2,2,int,,,900,1,18, collars ,468,164,336046.7000002861,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.375,423.4140625,170.875,480.4296875,2,3,,,,,,,,,,,
7628,raw_position_sample,2,2,int,,,900,1,18, collars ,473,165,336096.09999990463,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.375,423.4140625,170.875,480.4296875,2,3,,,,,,,,,,,
7678,raw_position_sample,2,2,int,,,900,1,18, collars ,476,166,336146.80000019073,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.375,423.4140625,170.875,480.4296875,2,3,,,,,,,,,,,
7717,hover_association,2,2,int,,,900,1,18, collars ,428,161,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,299.80000019073486,299.80000019073486,0.9924636886818307,0.634375,19,140.625,423.4140625,180.625,480.4296875,2,3,,,,,,,,,,,
7728,raw_position_sample,2,2,int,,,900,1,19, raised. ,483,166,336196.30000019073,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.375,480.4296875,170.875,534.4609375,2,4,,,,,,,,,,,
7779,raw_position_sample,2,2,int,,,900,1,19, raised. ,495,169,336247.09999990463,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.375,480.4296875,170.875,534.4609375,2,4,,,,,,,,,,,
7784,hover_association,2,2,int,,,900,1,19, raised. ,483,166,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,66.80000019073486,66.80000019073486,0.25280936953545413,0.709375,19,140.625,480.4296875,180.625,538.06328125,2,4,,,,,,,,,,,
7801,hover_association,2,2,int,,,900,1,19, raised. ,505,173,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.7999997138977051,0.7999997138977051,0.42631928535603386,0.809375,19,140.625,480.4296875,180.625,538.06328125,2,4,,,,,,,,,,,
7828,raw_position_sample,2,2,int,,,900,1,-1,999,517,183,336296.40000009537,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7877,raw_position_sample,2,2,int,,,900,1,-1,999,517,183,336345.5,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7928,raw_position_sample,2,2,int,,,900,1,-1,999,517,183,336396.40000009537,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7979,raw_position_sample,2,2,int,,,900,1,-1,999,517,183,336447.09999990463,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8028,raw_position_sample,2,2,int,,,900,1,-1,999,517,183,336497,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8078,raw_position_sample,2,2,int,,,900,1,-1,999,517,183,336546.59999990463,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
