responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,demo_other_english_test,demo_other_english_test_score,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_start_date,experiment_date,experiment_start_clock_time,experiment_start_time_local,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId,experiment_end_date,experiment_end_clock_time,experiment_end_time_local,experiment_duration_ms
50060,raw_position_sample,2,3,adv,21,1,1,2,-1,999,1452,337,1617380.700000003,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
50110,raw_position_sample,2,3,adv,21,1,1,2,-1,999,1452,337,1617431.099999994,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
50160,raw_position_sample,2,3,adv,21,1,1,2,-1,999,1452,337,1617480.200000003,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
50206,raw_position_sample,2,3,adv,21,1,1,2,-1,999,1452,337,1617527,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
50266,raw_position_sample,2,3,adv,21,1,1,2,-1,999,1452,337,1617587.099999994,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
50312,raw_position_sample,2,3,adv,21,1,1,2,-1,999,1452,337,1617633.200000003,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
50358,raw_position_sample,2,3,adv,21,1,1,2,-1,999,1452,337,1617679.099999994,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
50406,raw_position_sample,2,3,adv,21,1,1,2,-1,999,1452,337,1617727,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
50468,raw_position_sample,2,3,adv,21,1,1,2,-1,999,1452,337,1617789,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
50516,raw_position_sample,2,3,adv,21,1,1,2,-1,999,1452,337,1617837,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
50564,raw_position_sample,2,3,adv,21,1,1,2,-1,999,1452,337,1617885,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
50610,raw_position_sample,2,3,adv,21,1,1,2,-1,999,1452,337,1617930.899999991,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
50671,raw_position_sample,2,3,adv,21,1,1,2,-1,999,1452,337,1617991.899999991,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
50711,raw_position_sample,2,3,adv,21,1,1,2,-1,999,1452,337,1618031.899999991,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
50766,raw_position_sample,2,3,adv,21,1,1,2,-1,999,1452,337,1618086.5,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
50813,raw_position_sample,2,3,adv,21,1,1,2,-1,999,1452,337,1618133.399999991,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
50860,raw_position_sample,2,3,adv,21,1,1,2,-1,999,1452,337,1618180.399999991,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
50906,raw_position_sample,2,3,adv,21,1,1,2,-1,999,1452,337,1618226.799999997,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
50961,raw_position_sample,2,3,adv,21,1,1,2,-1,999,1452,337,1618281.799999997,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
51015,raw_position_sample,2,3,adv,21,1,1,2,-1,999,1452,337,1618335.299999997,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
51061,raw_position_sample,2,3,adv,21,1,1,2,-1,999,1452,337,1618381.399999991,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
51108,raw_position_sample,2,3,adv,21,1,1,2,-1,999,1452,337,1618428.299999997,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
51171,raw_position_sample,2,3,adv,21,1,1,2,-1,999,1452,337,1618491.299999997,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
51217,raw_position_sample,2,3,adv,21,1,1,2,-1,999,1452,337,1618537.299999997,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
51264,raw_position_sample,2,3,adv,21,1,1,2,-1,999,1452,337,1618584.200000003,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
51310,raw_position_sample,2,3,adv,21,1,1,2,-1,999,1452,337,1618630.299999997,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
51371,raw_position_sample,2,3,adv,21,1,1,2,-1,999,1452,337,1618691.200000003,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
51417,raw_position_sample,2,3,adv,21,1,1,2,-1,999,1452,337,1618737.099999994,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
