responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,SubjectId,SubjectID,ProlificId,ProlificID,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,sampleTimeMs,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
5594,raw_position_sample,2,2,int,,,900,1,12, stepped ,995,128,,,,,,,,,,,112.4625015258789,936.5625,132.4625015258789,1005.625,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91557.89999997616,,,,,,,,,,,,,,
5635,raw_position_sample,2,2,int,,,900,1,12, stepped ,995,128,,,,,,,,,,,112.4625015258789,936.5625,132.4625015258789,1005.625,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91598.5,,,,,,,,,,,,,,
5693,raw_position_sample,2,2,int,,,900,1,12, stepped ,995,128,,,,,,,,,,,112.4625015258789,936.5625,132.4625015258789,1005.625,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91656.60000002384,,,,,,,,,,,,,,
5734,raw_position_sample,2,2,int,,,900,1,12, stepped ,995,128,,,,,,,,,,,112.4625015258789,936.5625,132.4625015258789,1005.625,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91697.10000002384,,,,,,,,,,,,,,
5780,raw_position_sample,2,2,int,,,900,1,12, stepped ,995,128,,,,,,,,,,,112.4625015258789,936.5625,132.4625015258789,1005.625,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91744,,,,,,,,,,,,,,
5844,raw_position_sample,2,2,int,,,900,1,12, stepped ,995,128,,,,,,,,,,,112.4625015258789,936.5625,132.4625015258789,1005.625,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91807.89999997616,,,,,,,,,,,,,,
5880,raw_position_sample,2,2,int,,,900,1,12, stepped ,991,128,,,,,,,,,,,112.4625015258789,936.5625,132.4625015258789,1005.625,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91843.89999997616,,,,,,,,,,,,,,
5930,raw_position_sample,2,2,int,,,900,1,12, stepped ,964,124,,,,,,,,,,,112.4625015258789,936.5625,132.4625015258789,1005.625,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91893.89999997616,,,,,,,,,,,,,,
5980,raw_position_sample,2,2,int,,,900,1,12, stepped ,938,120,,,,,,,,,,,112.4625015258789,936.5625,132.4625015258789,1005.625,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91943.10000002384,,,,,,,,,,,,,,
5983,hover_association,2,2,int,,,900,1,12, stepped ,970,116,hover,616.5999999642372,616.5999999642372,0.020814209209241,0.4384374735951474,19,,,,,102.46249771118164,936.5625190734863,142.46250534057617,1005.625,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6031,raw_position_sample,2,2,int,,,900,1,11, Commuters ,911,120,,,,,,,,,,,112.4625015258789,838.5375366210938,132.4625015258789,936.5625381469727,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91994.89999997616,,,,,,,,,,,,,,
6084,raw_position_sample,2,2,int,,,900,1,11, Commuters ,863,124,,,,,,,,,,,112.4625015258789,838.5375366210938,132.4625015258789,936.5625381469727,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92047.10000002384,,,,,,,,,,,,,,
6099,hover_association,2,2,int,,,900,1,11, Commuters ,930,120,hover,116.5,116.5,0.24955335636797327,0.5384374545216647,19,,,,,102.46249771118164,838.5375366210938,142.46250534057617,936.5625190734863,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6132,hover_association,2,2,int,,,900,1,10, early. ,837,125,hover,33.40000003576279,33.40000003576279,0.5273912952702893,0.5884374449849233,19,,,,,102.46249771118164,790.8500175476074,142.46250534057617,838.5375366210938,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6133,raw_position_sample,2,2,int,,,900,1,-1,,816,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92096.69999998808,,,,,,,,,,,,,,
6165,hover_association,2,2,int,,,900,1,9, minutes ,748,126,hover,16.80000001192093,16.80000001192093,0.3702002146994708,0.5884374449849233,19,,,,,102.46249771118164,722.8124942779541,142.46250534057617,790.8500175476074,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6181,raw_position_sample,2,2,int,,,900,1,-1,,748,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92144.5,,,,,,,,,,,,,,
6199,hover_association,2,2,int,,,900,1,7, station ,684,126,hover,16.5,16.5,0.9000645959770662,0.5884374449849233,19,,,,,102.46249771118164,631.7624998092651,142.46250534057617,689.8000011444092,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6234,raw_position_sample,2,2,int,,,900,1,6, the ,604,128,,,,,,,,,,,112.4625015258789,601.7374877929688,132.4625015258789,631.762487411499,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92197,,,,,,,,,,,,,,
6248,hover_association,2,2,int,,,900,1,6, the ,621,127,hover,33,33,0.07535369016291969,0.638437435448182,19,,,,,102.46249771118164,601.7375059127808,142.46250534057617,631.7624998092651,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6282,hover_association,2,2,int,,,900,1,4, arrived ,571,130,hover,16.19999998807907,16.19999998807907,0.8215324888421303,0.6884374259114406,19,,,,,102.46249771118164,521.6875095367432,142.46250534057617,581.7125129699707,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6283,raw_position_sample,2,2,int,,,900,1,-1,,571,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92246.60000002384,,,,,,,,,,,,,,
6300,hover_association,2,2,int,,,900,1,4, arrived ,538,134,hover,1.300000011920929,1.300000011920929,0.2717615915074961,0.7884374068379579,19,,,,,102.46249771118164,521.6875095367432,142.46250534057617,581.7125129699707,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6317,hover_association,2,2,int,,,900,1,4, arrived ,529,136,hover,1.300000011920929,1.300000011920929,0.12182407405259592,0.8384373973012167,19,,,,,102.46249771118164,521.6875095367432,142.46250534057617,581.7125129699707,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6333,hover_association,2,2,int,,,900,1,3, tram ,521,137,hover,1.0999999642372131,1.0999999642372131,0.9832365827040923,0.863437392532846,19,,,,,102.46249771118164,480.67501640319824,142.46250534057617,521.6875095367432,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6334,raw_position_sample,2,2,int,,,900,1,-1,,521,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92297.60000002384,,,,,,,,,,,,,,
6350,hover_association,2,2,int,,,900,1,3, tram ,512,139,hover,1,1,0.7637912548939981,0.9134373829961047,19,,,,,102.46249771118164,480.67501640319824,142.46250534057617,521.6875095367432,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6366,hover_association,2,2,int,,,900,1,3, tram ,505,140,hover,0.9000000357627869,0.9000000357627869,0.5931115554861471,0.938437378227734,19,,,,,102.46249771118164,480.67501640319824,142.46250534057617,521.6875095367432,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6383,hover_association,2,2,int,,,900,1,18, collars ,500,143,hover,1.100000023841858,1.100000023841858,0.7075845086816566,0.013437363922621933,19,,,,,142.46250534057617,459.64999771118164,182.4625129699707,516.674991607666,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6384,raw_position_sample,2,2,int,,,900,1,-1,,500,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92347.19999998808,,,,,,,,,,,,,,
6400,hover_association,2,2,int,,,900,1,18, collars ,492,146,hover,0.800000011920929,0.800000011920929,0.5672951468884375,0.08843734961750992,19,,,,,142.46250534057617,459.64999771118164,182.4625129699707,516.674991607666,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6417,hover_association,2,2,int,,,900,1,18, collars ,488,148,hover,1.5999999642372131,1.5999999642372131,0.4971504659918281,0.13843734008076858,19,,,,,142.46250534057617,459.64999771118164,182.4625129699707,516.674991607666,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6433,hover_association,2,2,int,,,900,1,18, collars ,486,151,hover,1.100000023841858,1.100000023841858,0.46207812554352334,0.21343732577565655,19,,,,,142.46250534057617,459.64999771118164,182.4625129699707,516.674991607666,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6434,raw_position_sample,2,2,int,,,900,1,-1,,486,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92397.30000001192,,,,,,,,,,,,,,
6480,raw_position_sample,2,2,int,,,900,1,18, collars ,475,156,,,,,,,,,,,152.46250915527344,459.6499938964844,172.46250915527344,516.6749954223633,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92443.80000001192,,,,,,,,,,,,,,
6533,raw_position_sample,2,2,int,,,900,1,18, collars ,460,166,,,,,,,,,,,152.46250915527344,459.6499938964844,172.46250915527344,516.6749954223633,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92496.80000001192,,,,,,,,,,,,,,
6549,hover_association,2,2,int,,,900,1,18, collars ,480,154,hover,100.19999998807907,100.19999998807907,0.006137699715561692,0.5884372542500964,19,,,,,142.46250534057617,459.64999771118164,182.4625129699707,516.674991607666,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6583,raw_position_sample,2,2,int,,,900,1,17, their ,459,166,,,,,,,,,,,152.46250915527344,419.625,172.46250915527344,459.6500015258789,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92546.19999998808,,,,,,,,,,,,,,
6631,raw_position_sample,2,2,int,,,900,1,17, their ,459,166,,,,,,,,,,,152.46250915527344,419.625,172.46250915527344,459.6500015258789,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92594,,,,,,,,,,,,,,
6644,hover_association,2,2,int,,,900,1,17, their ,459,166,hover,95,95,0.9837602022929077,0.5884372542500964,19,,,,,142.46250534057617,419.62500953674316,182.4625129699707,459.64999771118164,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6667,hover_association,2,2,int,,,900,1,18, collars ,465,167,hover,23.5,23.5,0.32178876375030435,0.7134372304082431,19,,,,,142.46250534057617,459.64999771118164,182.4625129699707,516.674991607666,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6686,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92649.10000002384,,,,,,,,,,,,,,
6733,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92696.89999997616,,,,,,,,,,,,,,
6783,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92746.5,,,,,,,,,,,,,,
6830,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92793.69999998808,,,,,,,,,,,,,,
6881,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92844.10000002384,,,,,,,,,,,,,,
6945,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92908,,,,,,,,,,,,,,
6993,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92956.89999997616,,,,,,,,,,,,,,
7034,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92997.80000001192,,,,,,,,,,,,,,
7081,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93044.10000002384,,,,,,,,,,,,,,
7132,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93095.80000001192,,,,,,,,,,,,,,
7183,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93146,,,,,,,,,,,,,,
7232,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93195.30000001192,,,,,,,,,,,,,,
7280,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93243.10000002384,,,,,,,,,,,,,,
7331,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93294.19999998808,,,,,,,,,,,,,,
7382,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93345.39999997616,,,,,,,,,,,,,,
7432,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93395.69999998808,,,,,,,,,,,,,,
7483,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93446,,,,,,,,,,,,,,
7540,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93503.80000001192,,,,,,,,,,,,,,
7581,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93544.10000002384,,,,,,,,,,,,,,
7632,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93595.30000001192,,,,,,,,,,,,,,
7683,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93646.39999997616,,,,,,,,,,,,,,
7732,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93695.19999998808,,,,,,,,,,,,,,
7782,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93745.5,,,,,,,,,,,,,,
7830,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93793.10000002384,,,,,,,,,,,,,,
7894,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93857.89999997616,,,,,,,,,,,,,,
7945,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93908.39999997616,,,,,,,,,,,,,,
7993,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93956.5,,,,,,,,,,,,,,
8033,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93996.19999998808,,,,,,,,,,,,,,
8080,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94043.60000002384,,,,,,,,,,,,,,
8131,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94094.19999998808,,,,,,,,,,,,,,
8180,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94144,,,,,,,,,,,,,,
8245,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94208.30000001192,,,,,,,,,,,,,,
8293,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94256.89999997616,,,,,,,,,,,,,,
8341,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94304.80000001192,,,,,,,,,,,,,,
8383,raw_position_sample,2,2,int,,,900,1,-1,,510,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94346.69999998808,,,,,,,,,,,,,,
11048,,,,int,,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1,,,,,,,,,,,,
